Acquired on 3/23/2026 at 20:46:34
Calibrated on 2/21/2023 at 03:14:48
Device Descriptor:  [none]
Scan Range (nm):  1545.445  --  1588.034
Measurement Type:  Reflection
Group Index:  1.500
Gain:  24 dB
Domain:  Time
Spatial Resolution (mm):  0.100209
Frequency domain window was not applied to measurement data.
Gage length:  1.000766 cm
Sensor spacing:  0.099884 cm
Number of Data Points (in this file):  41648
NOTE: Data stored in this file is not decimated.

Length (m)	Length (m)	Amplitude (dB/mm)	Spectral Shift (GHz)	Spectral Shift Quality	
2.59744024E+000	2.87674212E+000	-1.08756630E+002	-3.04503307E+001	7.54912317E-001	
2.59745932E+000	2.87774110E+000	-1.07518913E+002	-3.05749855E+001	7.47628152E-001	
2.59747863E+000	2.87873983E+000	-1.07064323E+002	-3.05923500E+001	7.49470592E-001	
2.59749770E+000	2.87973881E+000	-1.07026985E+002	-3.04993248E+001	7.52057612E-001	
2.59751701E+000	2.88073754E+000	-1.07417839E+002	-3.06636715E+001	7.45248795E-001	
2.59753633E+000	2.88173652E+000	-1.05857758E+002	-3.06453762E+001	7.57413507E-001	
2.59755540E+000	2.88273525E+000	-1.06712555E+002	-3.06500282E+001	7.32746005E-001	
2.59757471E+000	2.88373423E+000	-1.06223488E+002	-3.06469269E+001	7.48535573E-001	
2.59759378E+000	2.88473296E+000	-1.05422974E+002	-3.07117329E+001	7.52212465E-001	
2.59761310E+000	2.88573194E+000	-1.05393898E+002	-3.07036724E+001	7.54419327E-001	
2.59763217E+000	2.88673067E+000	-1.08915192E+002	-3.06937504E+001	7.48326838E-001	
2.59765148E+000	2.88772941E+000	-1.09054710E+002	-3.05926609E+001	7.65941620E-001	
2.59767079E+000	2.88872838E+000	-1.10435043E+002	-3.05557613E+001	7.62249231E-001	
2.59768987E+000	2.88972712E+000	-1.11003754E+002	-3.03805618E+001	7.59346664E-001	
2.59770918E+000	2.89072609E+000	-1.08779366E+002	-3.04946747E+001	7.57916868E-001	
2.59772825E+000	2.89172482E+000	-1.07266930E+002	-3.04100189E+001	7.49188721E-001	
2.59774756E+000	2.89272380E+000	-1.07080223E+002	-3.04503307E+001	7.59036779E-001	
2.59776664E+000	2.89372253E+000	-1.07112343E+002	-3.03597851E+001	7.62189925E-001	
2.59778595E+000	2.89472151E+000	-1.07705978E+002	-3.03095493E+001	7.81052649E-001	
2.59780526E+000	2.89572024E+000	-1.08695313E+002	-3.03024178E+001	7.61104643E-001	
2.59782434E+000	2.89671922E+000	-1.10670425E+002	-3.02599354E+001	7.65351653E-001	
2.59784365E+000	2.89771795E+000	-1.11039322E+002	-3.03610268E+001	7.23166943E-001	
2.59786272E+000	2.89871693E+000	-1.09857483E+002	-3.03346672E+001	7.26178527E-001	
2.59788203E+000	2.89971566E+000	-1.08696396E+002	-3.04286232E+001	7.38000453E-001	
2.59790111E+000	2.90071440E+000	-1.08487892E+002	-3.04745178E+001	7.38069057E-001	
2.59792042E+000	2.90171337E+000	-1.06688370E+002	-3.03715687E+001	7.41118252E-001	
2.59793949E+000	2.90271211E+000	-1.05732994E+002	-3.04391689E+001	7.64827132E-001	
2.59795880E+000	2.90371108E+000	-1.05445953E+002	-3.03076916E+001	7.31430709E-001	
2.59797812E+000	2.90470982E+000	-1.05777664E+002	-3.02776108E+001	7.66845644E-001	
2.59799719E+000	2.90570879E+000	-1.05939934E+002	-3.02193165E+001	7.45082855E-001	
2.59801650E+000	2.90670753E+000	-1.06766899E+002	-3.03346672E+001	7.66283154E-001	
2.59803557E+000	2.90770650E+000	-1.07643059E+002	-3.04165306E+001	7.73507118E-001	
2.59805489E+000	2.90870523E+000	-1.09280258E+002	-3.04171505E+001	7.44811177E-001	
2.59807396E+000	2.90970421E+000	-1.09488449E+002	-3.04717274E+001	7.35484600E-001	
2.59809327E+000	2.91070294E+000	-1.09098495E+002	-3.05309544E+001	7.47067750E-001	
2.59811258E+000	2.91170168E+000	-1.10284042E+002	-3.05557613E+001	7.67197371E-001	
2.59813166E+000	2.91270065E+000	-1.10273598E+002	-3.05774670E+001	7.55496621E-001	
2.59815097E+000	2.91369939E+000	-1.08443573E+002	-3.05408764E+001	7.70182431E-001	
2.59817004E+000	2.91469836E+000	-1.08034637E+002	-3.05045967E+001	7.80113935E-001	
2.59818935E+000	2.91569710E+000	-1.08710037E+002	-3.03042793E+001	7.60382295E-001	
2.59820843E+000	2.91669607E+000	-1.08165482E+002	-3.03126526E+001	7.47725070E-001	
2.59822774E+000	2.91769481E+000	-1.07925453E+002	-3.04450607E+001	7.50705421E-001	
2.59824705E+000	2.91869378E+000	-1.07692093E+002	-3.05455265E+001	7.33494341E-001	
2.59826612E+000	2.91969252E+000	-1.08601898E+002	-3.05737457E+001	7.18950689E-001	
2.59828544E+000	2.92069149E+000	-1.04981918E+002	-3.08367004E+001	7.45850921E-001	
2.59830451E+000	2.92169023E+000	-1.04928345E+002	-3.09139137E+001	7.35851288E-001	
2.59832382E+000	2.92268920E+000	-1.05274544E+002	-3.08571663E+001	7.59289145E-001	
2.59834290E+000	2.92368793E+000	-1.05453453E+002	-3.09225941E+001	7.72319078E-001	
2.59836221E+000	2.92468667E+000	-1.05274689E+002	-3.07334404E+001	7.63464987E-001	
2.59838152E+000	2.92568564E+000	-1.09376839E+002	-3.06980915E+001	7.67430723E-001	
2.59840059E+000	2.92668438E+000	-1.10832687E+002	-3.06980915E+001	7.40964413E-001	
2.59841990E+000	2.92768335E+000	-1.10867142E+002	-3.07613487E+001	7.66714573E-001	
2.59843898E+000	2.92868209E+000	-1.14615509E+002	-3.07656898E+001	7.37901330E-001	
2.59845829E+000	2.92968106E+000	-1.14499146E+002	-3.07272396E+001	7.15619445E-001	
2.59847736E+000	2.93067980E+000	-1.13894394E+002	-3.08646088E+001	7.33786821E-001	
2.59849668E+000	2.93167877E+000	-1.13939812E+002	-3.07784042E+001	7.36774147E-001	
2.59851575E+000	2.93267751E+000	-1.13930626E+002	-3.08255367E+001	7.46845782E-001	
2.59853506E+000	2.93367648E+000	-1.08682709E+002	-3.08621273E+001	7.47685671E-001	
2.59855437E+000	2.93467522E+000	-1.08132668E+002	-3.09198036E+001	7.44566858E-001	
2.59857345E+000	2.93567419E+000	-1.07694229E+002	-3.07842960E+001	7.42448509E-001	
2.59859276E+000	2.93667293E+000	-1.06601974E+002	-3.08810425E+001	7.41089642E-001	
2.59861183E+000	2.93767166E+000	-1.06336365E+002	-3.08050728E+001	7.45220065E-001	
2.59863114E+000	2.93867064E+000	-1.08158890E+002	-3.08292580E+001	7.49510944E-001	
2.59865022E+000	2.93966937E+000	-1.08962799E+002	-3.09901943E+001	7.58133113E-001	
2.59866953E+000	2.94066834E+000	-1.07724426E+002	-3.09892635E+001	7.64828920E-001	
2.59868884E+000	2.94166708E+000	-1.08925819E+002	-3.10066280E+001	7.56504774E-001	
2.59870791E+000	2.94266605E+000	-1.07023743E+002	-3.12940807E+001	7.36164629E-001	
2.59872723E+000	2.94366479E+000	-1.07204834E+002	-3.13148575E+001	7.37723768E-001	
2.59874630E+000	2.94466376E+000	-1.07376358E+002	-3.12519073E+001	7.38793433E-001	
2.59876561E+000	2.94566250E+000	-1.08830406E+002	-3.12798157E+001	7.69525588E-001	
2.59878469E+000	2.94666147E+000	-1.08569046E+002	-3.13861752E+001	7.40456402E-001	
2.59880400E+000	2.94766021E+000	-1.11886948E+002	-3.11675644E+001	7.47763872E-001	
2.59882331E+000	2.94865894E+000	-1.11508926E+002	-3.11777973E+001	7.32053339E-001	
2.59884238E+000	2.94965792E+000	-1.09911232E+002	-3.12336121E+001	7.40041912E-001	
2.59886169E+000	2.95065665E+000	-1.10386818E+002	-3.08732910E+001	7.75492728E-001	
2.59888077E+000	2.95165563E+000	-1.07136574E+002	-3.12255516E+001	7.70290554E-001	
2.59890008E+000	2.95265436E+000	-1.07074577E+002	-3.09880219E+001	7.63422489E-001	
2.59891915E+000	2.95365334E+000	-1.06927551E+002	-3.13374920E+001	7.75845528E-001	
2.59893847E+000	2.95465207E+000	-1.07156509E+002	-3.13430748E+001	7.55426586E-001	
2.59895778E+000	2.95565104E+000	-1.05611687E+002	-3.08336010E+001	7.74081349E-001	
2.59897685E+000	2.95664978E+000	-1.07483704E+002	-3.07458439E+001	7.80659437E-001	
2.59899616E+000	2.95764875E+000	-1.07340378E+002	-3.07625904E+001	7.83867657E-001	
2.59901524E+000	2.95864749E+000	-1.07604309E+002	-3.07908077E+001	8.05720448E-001	
2.59903455E+000	2.95964646E+000	-1.06752441E+002	-3.08484840E+001	7.88191855E-001	
2.59905362E+000	2.96064520E+000	-1.09049957E+002	-3.09281769E+001	7.37246931E-001	
2.59907293E+000	2.96164393E+000	-1.08270325E+002	-3.10891132E+001	7.44604290E-001	
2.59909201E+000	2.96264291E+000	-1.06794373E+002	-3.10373268E+001	7.52566934E-001	
2.59911132E+000	2.96364164E+000	-1.06380760E+002	-3.09387207E+001	7.40184844E-001	
2.59913063E+000	2.96464062E+000	-1.07345108E+002	-3.12841568E+001	7.44957685E-001	
2.59914970E+000	2.96563935E+000	-1.06507912E+002	-3.13505173E+001	7.48707354E-001	
2.59916902E+000	2.96663833E+000	-1.07294930E+002	-3.14636993E+001	7.37820983E-001	
2.59918809E+000	2.96763706E+000	-1.09101036E+002	-3.13498955E+001	7.36298025E-001	
2.59920740E+000	2.96863604E+000	-1.09159203E+002	-3.13257103E+001	7.33606875E-001	
2.59922647E+000	2.96963477E+000	-1.09039490E+002	-3.12460155E+001	7.21277833E-001	
2.59924579E+000	2.97063375E+000	-1.08677017E+002	-3.13548584E+001	7.12505877E-001	
2.59926510E+000	2.97163248E+000	-1.08241348E+002	-3.12683430E+001	7.41153538E-001	
2.59928417E+000	2.97263122E+000	-1.08479095E+002	-3.13114452E+001	7.83562005E-001	
2.59930348E+000	2.97363019E+000	-1.08074097E+002	-3.13098946E+001	7.66539097E-001	
2.59932256E+000	2.97462893E+000	-1.08099060E+002	-3.12829170E+001	7.48820841E-001	
2.59934187E+000	2.97562790E+000	-1.08448792E+002	-3.14435406E+001	7.43933558E-001	
2.59936094E+000	2.97662663E+000	-1.08804657E+002	-3.13743935E+001	7.48822212E-001	
2.59938025E+000	2.97762561E+000	-1.07450394E+002	-3.13598194E+001	7.53256321E-001	
2.59939957E+000	2.97862434E+000	-1.08255852E+002	-3.13005924E+001	7.58845091E-001	
2.59941864E+000	2.97962332E+000	-1.06667366E+002	-3.13102055E+001	7.52440453E-001	
2.59943795E+000	2.98062205E+000	-1.06997665E+002	-3.09083309E+001	7.37561345E-001	
2.59945703E+000	2.98162103E+000	-1.07047150E+002	-3.12599697E+001	7.45582104E-001	
2.59947634E+000	2.98261976E+000	-1.08006683E+002	-3.09551544E+001	7.79273808E-001	
2.59949541E+000	2.98361874E+000	-1.07690384E+002	-3.09083309E+001	7.84561336E-001	
2.59951472E+000	2.98461747E+000	-1.08707535E+002	-3.09399586E+001	7.50747919E-001	
2.59953403E+000	2.98561621E+000	-1.07126755E+002	-3.09483318E+001	7.53725469E-001	
2.59955311E+000	2.98661518E+000	-1.07267899E+002	-3.07796440E+001	7.66317368E-001	
2.59957242E+000	2.98761392E+000	-1.07121361E+002	-3.07951488E+001	7.65777647E-001	
2.59959149E+000	2.98861289E+000	-1.07541588E+002	-3.07284794E+001	8.00583959E-001	
2.59961081E+000	2.98961163E+000	-1.07210144E+002	-3.06546783E+001	8.08557987E-001	
2.59962988E+000	2.99061060E+000	-1.06108871E+002	-3.05132771E+001	7.62839675E-001	
2.59964919E+000	2.99160933E+000	-1.06207016E+002	-3.05715771E+001	7.50296950E-001	
2.59966826E+000	2.99260831E+000	-1.06094757E+002	-3.04645939E+001	7.37020314E-001	
2.59968758E+000	2.99360704E+000	-1.05478622E+002	-3.02208672E+001	7.59928823E-001	
2.59970689E+000	2.99460602E+000	-1.06426315E+002	-3.01597786E+001	7.49918461E-001	
2.59972596E+000	2.99560475E+000	-1.09951332E+002	-3.02859840E+001	7.71086693E-001	
2.59974527E+000	2.99660349E+000	-1.08059021E+002	-3.02103214E+001	7.80430496E-001	
2.59976435E+000	2.99760246E+000	-1.08389816E+002	-3.03405590E+001	8.11302960E-001	
2.59978366E+000	2.99860120E+000	-1.07346481E+002	-3.03631973E+001	7.97124207E-001	
2.59980273E+000	2.99960017E+000	-1.05102760E+002	-3.02524948E+001	7.79540122E-001	
2.59982204E+000	3.00059891E+000	-1.04963333E+002	-3.03417988E+001	7.92965949E-001	
2.59984136E+000	3.00159788E+000	-1.04396362E+002	-3.03551331E+001	7.94717491E-001	
2.59986043E+000	3.00259662E+000	-1.03553169E+002	-3.02698593E+001	7.61888444E-001	
2.59987974E+000	3.00359559E+000	-1.04397186E+002	-3.01755924E+001	7.41762459E-001	
2.59989882E+000	3.00459433E+000	-1.06249580E+002	-3.01346607E+001	7.81995475E-001	
2.59991813E+000	3.00559330E+000	-1.06354866E+002	-3.00692310E+001	7.77808189E-001	
2.59993720E+000	3.00659204E+000	-1.08437111E+002	-2.99762077E+001	7.60234475E-001	
2.59995651E+000	3.00759101E+000	-1.12963226E+002	-3.00834961E+001	7.64957309E-001	
2.59997582E+000	3.00858974E+000	-1.13243866E+002	-2.97535629E+001	7.77050078E-001	
2.59999490E+000	3.00958848E+000	-1.13360489E+002	-2.97281380E+001	7.86328912E-001	
2.60001421E+000	3.01058745E+000	-1.13504623E+002	-2.95885963E+001	7.91374981E-001	
2.60003328E+000	3.01158619E+000	-1.13948524E+002	-2.94276600E+001	7.76858211E-001	
2.60005260E+000	3.01258516E+000	-1.11037102E+002	-2.93659534E+001	7.88712561E-001	
2.60007167E+000	3.01358390E+000	-1.06939133E+002	-2.94087448E+001	7.56216347E-001	
2.60009098E+000	3.01458287E+000	-1.06982109E+002	-2.91783485E+001	7.65342712E-001	
2.60011029E+000	3.01558161E+000	-1.06360153E+002	-2.90893536E+001	7.41746485E-001	
2.60012937E+000	3.01658058E+000	-1.06522560E+002	-2.89287281E+001	7.55875587E-001	
2.60014868E+000	3.01757932E+000	-1.06574814E+002	-2.91150913E+001	8.02870631E-001	
2.60016775E+000	3.01857829E+000	-1.08144409E+002	-2.90847034E+001	7.67524958E-001	
2.60018706E+000	3.01957703E+000	-1.06702286E+002	-2.89969482E+001	7.64743447E-001	
2.60020614E+000	3.02057576E+000	-1.07361229E+002	-2.88859348E+001	7.60508478E-001	
2.60022545E+000	3.02157474E+000	-1.07259872E+002	-2.89820633E+001	7.45090187E-001	
2.60024452E+000	3.02257347E+000	-1.06185654E+002	-2.89073334E+001	7.48610854E-001	
2.60026383E+000	3.02357244E+000	-1.07444748E+002	-2.86896515E+001	7.30753899E-001	
2.60028315E+000	3.02457118E+000	-1.07582085E+002	-2.83330498E+001	7.24490583E-001	
2.60030222E+000	3.02557015E+000	-1.07316322E+002	-2.81435871E+001	7.24273443E-001	
2.60032153E+000	3.02656889E+000	-1.06691040E+002	-2.80415688E+001	7.65979171E-001	
2.60034060E+000	3.02756786E+000	-1.08415802E+002	-2.79962940E+001	7.62739599E-001	
2.60035992E+000	3.02856660E+000	-1.07983711E+002	-2.79649754E+001	7.72978842E-001	
2.60037899E+000	3.02956557E+000	-1.09790390E+002	-2.79764481E+001	7.61239588E-001	
2.60039830E+000	3.03056431E+000	-1.10313866E+002	-2.78161335E+001	7.87694514E-001	
2.60041761E+000	3.03156328E+000	-1.11966087E+002	-2.78409405E+001	7.83127308E-001	
2.60043669E+000	3.03256202E+000	-1.11490234E+002	-2.79054394E+001	7.84102976E-001	
2.60045600E+000	3.03356075E+000	-1.10265846E+002	-2.78914852E+001	7.72407770E-001	
2.60047507E+000	3.03455973E+000	-1.10142792E+002	-2.76790752E+001	7.71347284E-001	
2.60049438E+000	3.03555846E+000	-1.07601929E+002	-2.75618610E+001	7.68792868E-001	
2.60051346E+000	3.03655744E+000	-1.07039261E+002	-2.75972118E+001	7.32312500E-001	
2.60053277E+000	3.03755617E+000	-1.06595596E+002	-2.74706974E+001	7.37417698E-001	
2.60055208E+000	3.03855515E+000	-1.05492485E+002	-2.74675941E+001	7.57335484E-001	
2.60057116E+000	3.03955388E+000	-1.05143013E+002	-2.74691448E+001	7.47026801E-001	
2.60059047E+000	3.04055285E+000	-1.05854736E+002	-2.72204552E+001	7.60151565E-001	
2.60060954E+000	3.04155159E+000	-1.06115379E+002	-2.70703716E+001	7.72221327E-001	
2.60062885E+000	3.04255056E+000	-1.07003754E+002	-2.68390446E+001	7.58065879E-001	
2.60064793E+000	3.04354930E+000	-1.09985268E+002	-2.66929932E+001	7.35797286E-001	
2.60066724E+000	3.04454827E+000	-1.11335648E+002	-2.67286549E+001	7.55216002E-001	
2.60068655E+000	3.04554701E+000	-1.13207016E+002	-2.64892654E+001	6.95380569E-001	
2.60070562E+000	3.04654574E+000	-1.12780731E+002	-2.63909683E+001	7.52149761E-001	
2.60072494E+000	3.04754472E+000	-1.12623405E+002	-2.59525051E+001	7.42373049E-001	
2.60074401E+000	3.04854345E+000	-1.12721931E+002	-2.58824253E+001	7.39480138E-001	
2.60076332E+000	3.04954243E+000	-1.12824905E+002	-2.59224262E+001	7.37065434E-001	
2.60078239E+000	3.05054116E+000	-1.10573730E+002	-2.58405628E+001	7.40676999E-001	
2.60080171E+000	3.05154014E+000	-1.10059296E+002	-2.56582298E+001	7.70488143E-001	
2.60082078E+000	3.05253887E+000	-1.09798553E+002	-2.54607048E+001	7.80650914E-001	
2.60084009E+000	3.05353785E+000	-1.09731461E+002	-2.53586864E+001	7.88287282E-001	
2.60085940E+000	3.05453658E+000	-1.09538483E+002	-2.52833347E+001	7.93047547E-001	
2.60087848E+000	3.05553555E+000	-1.11825119E+002	-2.51375923E+001	7.81061172E-001	
2.60089779E+000	3.05653429E+000	-1.13780518E+002	-2.52064323E+001	8.07038844E-001	
2.60091686E+000	3.05753303E+000	-1.09704697E+002	-2.51192989E+001	7.91489363E-001	
2.60093617E+000	3.05853200E+000	-1.08926605E+002	-2.45502872E+001	7.62799442E-001	
2.60095525E+000	3.05953074E+000	-1.07613564E+002	-2.45245495E+001	7.78733552E-001	
2.60097456E+000	3.06052971E+000	-1.07557289E+002	-2.43859386E+001	7.59774745E-001	
2.60099387E+000	3.06152844E+000	-1.07465805E+002	-2.42988052E+001	7.43422449E-001	
2.60101295E+000	3.06252742E+000	-1.07724274E+002	-2.40910473E+001	7.60259390E-001	
2.60103226E+000	3.06352615E+000	-1.07492760E+002	-2.39437542E+001	7.52875328E-001	
2.60105133E+000	3.06452513E+000	-1.08720245E+002	-2.36932030E+001	7.36073077E-001	
2.60107064E+000	3.06552386E+000	-1.05623055E+002	-2.32525692E+001	7.35100985E-001	
2.60108972E+000	3.06652284E+000	-1.05715881E+002	-2.32724152E+001	7.74075925E-001	
2.60110903E+000	3.06752157E+000	-1.05935181E+002	-2.31303940E+001	7.78439045E-001	
2.60112834E+000	3.06852055E+000	-1.06288750E+002	-2.28972073E+001	7.79361665E-001	
2.60114741E+000	3.06951928E+000	-1.06089027E+002	-2.25651016E+001	7.75861382E-001	
2.60116673E+000	3.07051802E+000	-1.07045807E+002	-2.19886494E+001	7.57506669E-001	
2.60118580E+000	3.07151699E+000	-1.05734833E+002	-2.16912746E+001	7.66254544E-001	
2.60120511E+000	3.07251573E+000	-1.06274033E+002	-2.11790104E+001	7.48996377E-001	
2.60122418E+000	3.07351470E+000	-1.05081619E+002	-2.04285965E+001	7.45919406E-001	
2.60124350E+000	3.07451344E+000	-1.05235535E+002	-2.01644020E+001	7.61073112E-001	
2.60126257E+000	3.07551241E+000	-1.06937683E+002	-1.91497936E+001	7.71222711E-001	
2.60128188E+000	3.07651114E+000	-1.08732613E+002	-1.82350349E+001	7.16891348E-001	
2.60130119E+000	3.07751012E+000	-1.08020012E+002	-1.76998234E+001	7.07498848E-001	
2.60132027E+000	3.07850885E+000	-1.11072647E+002	-1.67140522E+001	6.98417962E-001	
2.60133958E+000	3.07950783E+000	-1.09259216E+002	-1.60386810E+001	7.17864513E-001	
2.60135865E+000	3.08050656E+000	-1.08870735E+002	-1.50432978E+001	7.51745224E-001	
2.60137796E+000	3.08150530E+000	-1.07988319E+002	-1.40792351E+001	7.41082311E-001	
2.60139704E+000	3.08250427E+000	-1.08637268E+002	-1.35362701E+001	7.47467220E-001	
2.60141635E+000	3.08350301E+000	-1.08288925E+002	-1.28134556E+001	7.85150230E-001	
2.60143566E+000	3.08450198E+000	-1.09120293E+002	-1.26444578E+001	7.88781703E-001	
2.60145473E+000	3.08550072E+000	-1.06442482E+002	-1.23173151E+001	7.72320688E-001	
2.60147405E+000	3.08649969E+000	-1.06495605E+002	-1.18773012E+001	7.77517617E-001	
2.60149312E+000	3.08749843E+000	-1.06781548E+002	-1.17572966E+001	7.71990657E-001	
2.60151243E+000	3.08849740E+000	-1.07021172E+002	-1.18630362E+001	7.31805682E-001	
2.60153151E+000	3.08949614E+000	-1.07448051E+002	-1.18121815E+001	7.46841609E-001	
2.60155082E+000	3.09049511E+000	-1.11098679E+002	-1.22587080E+001	7.33003318E-001	
2.60157013E+000	3.09149384E+000	-1.12779266E+002	-1.18472214E+001	7.36266434E-001	
2.60158920E+000	3.09249282E+000	-1.13851257E+002	-1.18524942E+001	7.25254178E-001	
2.60160851E+000	3.09349155E+000	-1.12095474E+002	-1.18611765E+001	7.19815016E-001	
2.60162759E+000	3.09449029E+000	-1.11722565E+002	-1.18856726E+001	7.45388269E-001	
2.60164690E+000	3.09548926E+000	-1.12078773E+002	-1.22894077E+001	7.38464832E-001	
2.60166597E+000	3.09648800E+000	-1.11410637E+002	-1.22884760E+001	7.30005562E-001	
2.60168529E+000	3.09748697E+000	-1.07835556E+002	-1.18320265E+001	7.30970562E-001	
2.60170460E+000	3.09848571E+000	-1.07262238E+002	-1.19169922E+001	7.62618721E-001	
2.60172367E+000	3.09948468E+000	-1.07207985E+002	-1.19247437E+001	7.71012366E-001	
2.60174298E+000	3.10048342E+000	-1.06627426E+002	-1.21253710E+001	7.54522443E-001	
2.60176206E+000	3.10148239E+000	-1.06391617E+002	-1.19703274E+001	7.74594307E-001	
2.60178137E+000	3.10248113E+000	-1.07644135E+002	-1.18723392E+001	7.34390914E-001	
2.60180044E+000	3.10348010E+000	-1.06113197E+002	-1.18810225E+001	7.32707262E-001	
2.60181975E+000	3.10447884E+000	-1.06107788E+002	-1.19266043E+001	7.16624558E-001	
2.60183883E+000	3.10547757E+000	-1.06861839E+002	-1.18441210E+001	7.39504099E-001	
2.60185814E+000	3.10647655E+000	-1.06002815E+002	-1.21703339E+001	7.13573873E-001	
2.60187745E+000	3.10747528E+000	-1.06385986E+002	-1.18354387E+001	7.42712975E-001	
2.60189652E+000	3.10847425E+000	-1.08157211E+002	-1.18323374E+001	7.42792726E-001	
2.60191584E+000	3.10947299E+000	-1.07364838E+002	-1.22401028E+001	7.34058738E-001	
2.60193491E+000	3.11047196E+000	-1.06158340E+002	-1.18599358E+001	7.34198868E-001	
2.60195422E+000	3.11147070E+000	-1.07344887E+002	-1.23371611E+001	7.34106541E-001	
2.60197330E+000	3.11246967E+000	-1.07303268E+002	-1.23979378E+001	7.59702444E-001	
2.60199261E+000	3.11346841E+000	-1.08445236E+002	-1.22844458E+001	7.48663485E-001	
2.60201192E+000	3.11446738E+000	-1.08682190E+002	-1.19752884E+001	7.38298416E-001	
2.60203099E+000	3.11546612E+000	-1.09994011E+002	-1.18791599E+001	7.34318316E-001	
2.60205030E+000	3.11646509E+000	-1.08092804E+002	-1.19430399E+001	7.45807230E-001	
2.60206938E+000	3.11746383E+000	-1.07607262E+002	-1.18769903E+001	7.60666132E-001	
2.60208869E+000	3.11846256E+000	-1.06798477E+002	-1.18422604E+001	7.67052054E-001	
2.60210776E+000	3.11946154E+000	-1.07562408E+002	-1.21845980E+001	7.69289792E-001	
2.60212708E+000	3.12046027E+000	-1.07883080E+002	-1.18320265E+001	7.36632407E-001	
2.60214639E+000	3.12145925E+000	-1.10082611E+002	-1.17017899E+001	7.37796128E-001	
2.60216546E+000	3.12245798E+000	-1.11333000E+002	-1.18261356E+001	7.54623652E-001	
2.60218477E+000	3.12345695E+000	-1.13822258E+002	-1.18038092E+001	7.41542578E-001	
2.60220385E+000	3.12445569E+000	-1.12717293E+002	-1.18351288E+001	7.22133696E-001	
2.60222316E+000	3.12545466E+000	-1.13081467E+002	-1.18683081E+001	7.26694643E-001	
2.60224223E+000	3.12645340E+000	-1.12375671E+002	-1.23135939E+001	6.98265970E-001	
2.60226154E+000	3.12745237E+000	-1.12313065E+002	-1.23309593E+001	6.86460674E-001	
2.60228086E+000	3.12845111E+000	-1.08960220E+002	-1.22965403E+001	6.64912045E-001	
2.60229993E+000	3.12944984E+000	-1.07878578E+002	-1.24397993E+001	7.07996070E-001	
2.60231924E+000	3.13044882E+000	-1.07286316E+002	-1.29737720E+001	6.29269361E-001	
2.60233831E+000	3.13144755E+000	-1.07448318E+002	-1.47924376E+001	5.77571154E-001	
2.60235763E+000	3.13244653E+000	-1.07202789E+002	-1.65605602E+001	5.10188699E-001	
2.60237670E+000	3.13344526E+000	-1.08888962E+002	-1.89711838E+001	4.12312746E-001	
2.60239601E+000	3.13444424E+000	-1.10120834E+002	-2.26060352E+001	4.08619612E-001	
2.60241508E+000	3.13544297E+000	-1.11202049E+002	-2.54058208E+001	4.85785097E-001	
2.60243440E+000	3.13644195E+000	-1.11587753E+002	-2.70387421E+001	5.22823453E-001	
2.60245371E+000	3.13744068E+000	-1.10623161E+002	-3.01954384E+001	5.81823051E-001	
