Acquired on 3/23/2026 at 20:45:11
Calibrated on 2/21/2023 at 03:14:48
Device Descriptor:  [none]
Scan Range (nm):  1545.445  --  1588.034
Measurement Type:  Reflection
Group Index:  1.500
Gain:  24 dB
Domain:  Time
Spatial Resolution (mm):  0.100209
Frequency domain window was not applied to measurement data.
Gage length:  1.000766 cm
Sensor spacing:  0.099884 cm
Number of Data Points (in this file):  41648
NOTE: Data stored in this file is not decimated.

Length (m)	Length (m)	Amplitude (dB/mm)	Spectral Shift (GHz)	Spectral Shift Quality	
3.21774197E+000		-1.09654297E+002		0.00000000E+000	
3.21776104E+000		-1.08718933E+002		0.00000000E+000	
3.21778035E+000		-1.06924858E+002		0.00000000E+000	
3.21779966E+000		-1.06097076E+002		0.00000000E+000	
3.21781874E+000		-1.05152733E+002		0.00000000E+000	
3.21783805E+000		-1.05946190E+002		0.00000000E+000	
3.21785712E+000		-1.05613792E+002		0.00000000E+000	
3.21787643E+000		-1.06323128E+002		0.00000000E+000	
3.21789551E+000		-1.06443466E+002		0.00000000E+000	
3.21791482E+000		-1.06660316E+002		0.00000000E+000	
3.21793413E+000		-1.04884789E+002		0.00000000E+000	
3.21795321E+000		-1.03989182E+002		0.00000000E+000	
3.21797252E+000		-1.04354866E+002		0.00000000E+000	
3.21799159E+000		-1.04455269E+002		0.00000000E+000	
3.21801090E+000		-1.03758881E+002		0.00000000E+000	
3.21802998E+000		-1.04779861E+002		0.00000000E+000	
3.21804929E+000		-1.06784775E+002		0.00000000E+000	
3.21806836E+000		-1.07319878E+002		0.00000000E+000	
3.21808767E+000		-1.08024429E+002		0.00000000E+000	
3.21810699E+000		-1.09821091E+002		0.00000000E+000	
3.21812606E+000		-1.09893761E+002		0.00000000E+000	
3.21814537E+000		-1.08792534E+002		0.00000000E+000	
3.21816444E+000		-1.08011749E+002		0.00000000E+000	
3.21818376E+000		-1.05136444E+002		0.00000000E+000	
3.21820283E+000		-1.04957520E+002		0.00000000E+000	
3.21822214E+000		-1.04652473E+002		0.00000000E+000	
3.21824145E+000		-1.04795616E+002		0.00000000E+000	
3.21826053E+000		-1.04016068E+002		0.00000000E+000	
3.21827984E+000		-1.06171272E+002		0.00000000E+000	
3.21829891E+000		-1.07593597E+002		0.00000000E+000	
3.21831822E+000		-1.08359756E+002		0.00000000E+000	
3.21833730E+000		-1.06221405E+002		0.00000000E+000	
3.21835661E+000		-1.08168060E+002		0.00000000E+000	
3.21837592E+000		-1.04882965E+002		0.00000000E+000	
3.21839499E+000		-1.04248611E+002		0.00000000E+000	
3.21841431E+000		-1.04261826E+002		0.00000000E+000	
3.21843338E+000		-1.03156670E+002		0.00000000E+000	
3.21845269E+000		-1.03116264E+002		0.00000000E+000	
3.21847177E+000		-1.04974739E+002		0.00000000E+000	
3.21849108E+000		-1.05585747E+002		0.00000000E+000	
3.21851015E+000		-1.05348236E+002		0.00000000E+000	
3.21852946E+000		-1.11664169E+002		0.00000000E+000	
3.21854877E+000		-1.09550232E+002		0.00000000E+000	
3.21856785E+000		-1.07253204E+002		0.00000000E+000	
3.21858716E+000		-1.06811218E+002		0.00000000E+000	
3.21860623E+000		-1.04236671E+002		0.00000000E+000	
3.21862555E+000		-1.04065628E+002		0.00000000E+000	
3.21864462E+000		-1.04141953E+002		0.00000000E+000	
3.21866393E+000		-1.04759079E+002		0.00000000E+000	
3.21868324E+000		-1.04551865E+002		0.00000000E+000	
3.21870232E+000		-1.07930672E+002		0.00000000E+000	
3.21872163E+000		-1.04887535E+002		0.00000000E+000	
3.21874070E+000		-1.05112450E+002		0.00000000E+000	
3.21876001E+000		-1.05121063E+002		0.00000000E+000	
3.21877909E+000		-1.04727715E+002		0.00000000E+000	
3.21879840E+000		-1.04668152E+002		0.00000000E+000	
3.21881771E+000		-1.07781021E+002		0.00000000E+000	
3.21883678E+000		-1.06331284E+002		0.00000000E+000	
3.21885610E+000		-1.04661499E+002		0.00000000E+000	
3.21887517E+000		-1.05192024E+002		0.00000000E+000	
3.21889448E+000		-1.04795723E+002		0.00000000E+000	
3.21891356E+000		-1.04896667E+002		0.00000000E+000	
3.21893287E+000		-1.06478806E+002		0.00000000E+000	
3.21895218E+000		-1.09522568E+002		0.00000000E+000	
3.21897125E+000		-1.09884178E+002		0.00000000E+000	
3.21899056E+000		-1.07637566E+002		0.00000000E+000	
3.21900964E+000		-1.06341667E+002		0.00000000E+000	
3.21902895E+000		-1.05949158E+002		0.00000000E+000	
3.21904802E+000		-1.05003265E+002		0.00000000E+000	
3.21906734E+000		-1.04767181E+002		0.00000000E+000	
3.21908641E+000		-1.04669273E+002		0.00000000E+000	
3.21910572E+000		-1.05341751E+002		0.00000000E+000	
3.21912503E+000		-1.04901871E+002		0.00000000E+000	
3.21914411E+000		-1.05083893E+002		0.00000000E+000	
3.21916342E+000		-1.05630913E+002		0.00000000E+000	
3.21918249E+000		-1.06832817E+002		0.00000000E+000	
3.21920180E+000		-1.05930237E+002		0.00000000E+000	
3.21922088E+000		-1.05971756E+002		0.00000000E+000	
3.21924019E+000		-1.07467049E+002		0.00000000E+000	
3.21925950E+000		-1.05895920E+002		0.00000000E+000	
3.21927857E+000		-1.06350174E+002		0.00000000E+000	
3.21929789E+000		-1.07039406E+002		0.00000000E+000	
3.21931696E+000		-1.08025314E+002		0.00000000E+000	
3.21933627E+000		-1.06576118E+002		0.00000000E+000	
3.21935534E+000		-1.07702972E+002		0.00000000E+000	
3.21937466E+000		-1.08122620E+002		0.00000000E+000	
3.21939397E+000		-1.07189339E+002		0.00000000E+000	
3.21941304E+000		-1.06723938E+002		0.00000000E+000	
3.21943235E+000		-1.07655960E+002		0.00000000E+000	
3.21945143E+000		-1.08642952E+002		0.00000000E+000	
3.21947074E+000		-1.08071014E+002		0.00000000E+000	
3.21948981E+000		-1.09035690E+002		0.00000000E+000	
3.21950912E+000		-1.09740555E+002		0.00000000E+000	
3.21952844E+000		-1.10530128E+002		0.00000000E+000	
3.21954751E+000		-1.10459938E+002		0.00000000E+000	
3.21956682E+000		-1.11628922E+002		0.00000000E+000	
3.21958590E+000		-1.11681152E+002		0.00000000E+000	
3.21960521E+000		-1.10385216E+002		0.00000000E+000	
3.21962428E+000		-1.08359642E+002		0.00000000E+000	
3.21964359E+000		-1.08094208E+002		0.00000000E+000	
3.21966267E+000		-1.07844513E+002		0.00000000E+000	
3.21968198E+000		-1.07477280E+002		0.00000000E+000	
3.21970129E+000		-1.07641891E+002		0.00000000E+000	
3.21972036E+000		-1.09403915E+002		0.00000000E+000	
3.21973968E+000		-1.07457130E+002		0.00000000E+000	
3.21975875E+000		-1.07750671E+002		0.00000000E+000	
3.21977806E+000		-1.08284309E+002		0.00000000E+000	
3.21979713E+000		-1.09025047E+002		0.00000000E+000	
3.21981645E+000		-1.08524513E+002		0.00000000E+000	
3.21983576E+000		-1.08424896E+002		0.00000000E+000	
3.21985483E+000		-1.08386871E+002		0.00000000E+000	
3.21987414E+000		-1.06255348E+002		0.00000000E+000	
3.21989322E+000		-1.05718239E+002		0.00000000E+000	
3.21991253E+000		-1.05621140E+002		0.00000000E+000	
3.21993160E+000		-1.06733276E+002		0.00000000E+000	
3.21995091E+000		-1.05024551E+002		0.00000000E+000	
3.21997023E+000		-1.04894882E+002		0.00000000E+000	
3.21998930E+000		-1.04141243E+002		0.00000000E+000	
3.22000861E+000		-1.04284317E+002		0.00000000E+000	
3.22002769E+000		-1.04288254E+002		0.00000000E+000	
3.22004700E+000		-1.05313690E+002		0.00000000E+000	
3.22006607E+000		-1.06223831E+002		0.00000000E+000	
3.22008538E+000		-1.07740784E+002		0.00000000E+000	
3.22010469E+000		-1.07953018E+002		0.00000000E+000	
3.22012377E+000		-1.08467247E+002		0.00000000E+000	
3.22014308E+000		-1.09161263E+002		0.00000000E+000	
3.22016215E+000		-1.12378098E+002		0.00000000E+000	
3.22018147E+000		-1.11131699E+002		0.00000000E+000	
3.22020054E+000		-1.08831985E+002		0.00000000E+000	
3.22021985E+000		-1.08386391E+002		0.00000000E+000	
3.22023892E+000		-1.07917488E+002		0.00000000E+000	
3.22025824E+000		-1.07177231E+002		0.00000000E+000	
3.22027755E+000		-1.07572395E+002		0.00000000E+000	
3.22029662E+000		-1.08935242E+002		0.00000000E+000	
3.22031593E+000		-1.07523727E+002		0.00000000E+000	
3.22033501E+000		-1.07450607E+002		0.00000000E+000	
3.22035432E+000		-1.06183052E+002		0.00000000E+000	
3.22037339E+000		-1.06679344E+002		0.00000000E+000	
3.22039270E+000		-1.06429581E+002		0.00000000E+000	
3.22041202E+000		-1.05204315E+002		0.00000000E+000	
3.22043109E+000		-1.05354317E+002		0.00000000E+000	
3.22045040E+000		-1.06925537E+002		0.00000000E+000	
3.22046947E+000		-1.05579544E+002		0.00000000E+000	
3.22048879E+000		-1.04677490E+002		0.00000000E+000	
3.22050786E+000		-1.06524200E+002		0.00000000E+000	
3.22052717E+000		-1.05255699E+002		0.00000000E+000	
3.22054648E+000		-1.05004387E+002		0.00000000E+000	
3.22056556E+000		-1.04468269E+002		0.00000000E+000	
3.22058487E+000		-1.05007362E+002		0.00000000E+000	
3.22060394E+000		-1.04191650E+002		0.00000000E+000	
3.22062325E+000		-1.04297699E+002		0.00000000E+000	
3.22064233E+000		-1.04254532E+002		0.00000000E+000	
3.22066164E+000		-1.03923302E+002		0.00000000E+000	
3.22068095E+000		-1.04123627E+002		0.00000000E+000	
3.22070003E+000		-1.04955994E+002		0.00000000E+000	
3.22071934E+000		-1.06180527E+002		0.00000000E+000	
3.22073841E+000		-1.06580093E+002		0.00000000E+000	
3.22075772E+000		-1.09591286E+002		0.00000000E+000	
3.22077680E+000		-1.09437675E+002		0.00000000E+000	
3.22079611E+000		-1.07693207E+002		0.00000000E+000	
3.22081518E+000		-1.06222878E+002		0.00000000E+000	
3.22083449E+000		-1.06133415E+002		0.00000000E+000	
3.22085381E+000		-1.06761971E+002		0.00000000E+000	
3.22087288E+000		-1.06816254E+002		0.00000000E+000	
3.22089219E+000		-1.08044579E+002		0.00000000E+000	
3.22091126E+000		-1.10442429E+002		0.00000000E+000	
3.22093058E+000		-1.06653946E+002		0.00000000E+000	
3.22094965E+000		-1.06772278E+002		0.00000000E+000	
3.22096896E+000		-1.06509102E+002		0.00000000E+000	
3.22098827E+000		-1.05912109E+002		0.00000000E+000	
3.22100735E+000		-1.05600235E+002		0.00000000E+000	
3.22102666E+000		-1.06540817E+002		0.00000000E+000	
3.22104573E+000		-1.05561203E+002		0.00000000E+000	
3.22106504E+000		-1.05957802E+002		0.00000000E+000	
3.22108412E+000		-1.06322372E+002		0.00000000E+000	
3.22110343E+000		-1.06464813E+002		0.00000000E+000	
3.22112274E+000		-1.07038765E+002		0.00000000E+000	
3.22114182E+000		-1.07639275E+002		0.00000000E+000	
3.22116113E+000		-1.06872696E+002		0.00000000E+000	
3.22118020E+000		-1.06915657E+002		0.00000000E+000	
3.22119951E+000		-1.06860802E+002		0.00000000E+000	
3.22121859E+000		-1.07526047E+002		0.00000000E+000	
3.22123790E+000		-1.06532303E+002		0.00000000E+000	
3.22125721E+000		-1.05748352E+002		0.00000000E+000	
3.22127628E+000		-1.04167130E+002		0.00000000E+000	
3.22129560E+000		-1.04180862E+002		0.00000000E+000	
3.22131467E+000		-1.04014732E+002		0.00000000E+000	
3.22133398E+000		-1.04467026E+002		0.00000000E+000	
3.22135305E+000		-1.05538696E+002		0.00000000E+000	
3.22137237E+000		-1.08768242E+002		0.00000000E+000	
3.22139144E+000		-1.06006615E+002		0.00000000E+000	
3.22141075E+000		-1.06530060E+002		0.00000000E+000	
3.22143006E+000		-1.06925232E+002		0.00000000E+000	
3.22144914E+000		-1.05696106E+002		0.00000000E+000	
3.22146845E+000		-1.05560699E+002		0.00000000E+000	
3.22148752E+000		-1.08190796E+002		0.00000000E+000	
3.22150683E+000		-1.07776886E+002		0.00000000E+000	
3.22152591E+000		-1.07080925E+002		0.00000000E+000	
3.22154522E+000		-1.08593254E+002		0.00000000E+000	
3.22156453E+000		-1.09054405E+002		0.00000000E+000	
3.22158360E+000		-1.09517296E+002		0.00000000E+000	
3.22160292E+000		-1.09220978E+002		0.00000000E+000	
3.22162199E+000		-1.11338593E+002		0.00000000E+000	
3.22164130E+000		-1.10080246E+002		0.00000000E+000	
3.22166038E+000		-1.07681625E+002		0.00000000E+000	
3.22167969E+000		-1.06647217E+002		0.00000000E+000	
3.22169900E+000		-1.07107246E+002		0.00000000E+000	
3.22171807E+000		-1.05663300E+002		0.00000000E+000	
3.22173738E+000		-1.06311768E+002		0.00000000E+000	
3.22175646E+000		-1.06723862E+002		0.00000000E+000	
3.22177577E+000		-1.05630264E+002		0.00000000E+000	
3.22179484E+000		-1.05579185E+002		0.00000000E+000	
3.22181416E+000		-1.06829575E+002		0.00000000E+000	
3.22183347E+000		-1.06414490E+002		0.00000000E+000	
3.22185254E+000		-1.06808250E+002		0.00000000E+000	
3.22187185E+000		-1.06916206E+002		0.00000000E+000	
3.22189093E+000		-1.05855240E+002		0.00000000E+000	
3.22191024E+000		-1.05516930E+002		0.00000000E+000	
3.22192931E+000		-1.05075035E+002		0.00000000E+000	
3.22194862E+000		-1.05216110E+002		0.00000000E+000	
3.22196770E+000		-1.06841850E+002		0.00000000E+000	
3.22198701E+000		-1.07312706E+002		0.00000000E+000	
3.22200632E+000		-1.07920303E+002		0.00000000E+000	
3.22202539E+000		-1.09443901E+002		0.00000000E+000	
3.22204471E+000		-1.08005898E+002		0.00000000E+000	
3.22206378E+000		-1.07904121E+002		0.00000000E+000	
3.22208309E+000		-1.07087433E+002		0.00000000E+000	
3.22210217E+000		-1.06279099E+002		0.00000000E+000	
3.22212148E+000		-1.06460793E+002		0.00000000E+000	
3.22214079E+000		-1.06794678E+002		0.00000000E+000	
3.22215986E+000		-1.06808693E+002		0.00000000E+000	
3.22217917E+000		-1.04585030E+002		0.00000000E+000	
3.22219825E+000		-1.02945572E+002		0.00000000E+000	
3.22221756E+000		-1.02727165E+002		0.00000000E+000	
3.22223663E+000		-1.02682693E+002		0.00000000E+000	
3.22225595E+000		-1.01900703E+002		0.00000000E+000	
3.22227526E+000		-1.02427437E+002		0.00000000E+000	
3.22229433E+000		-1.04285347E+002		0.00000000E+000	
3.22231364E+000		-1.03834694E+002		0.00000000E+000	
3.22233272E+000		-1.04253632E+002		0.00000000E+000	
3.22235203E+000		-1.05281570E+002		0.00000000E+000	
3.22237110E+000		-1.07875336E+002		0.00000000E+000	
3.22239041E+000		-1.06500305E+002		0.00000000E+000	
3.22240949E+000		-1.07418411E+002		0.00000000E+000	
3.22242880E+000		-1.04797394E+002		0.00000000E+000	
3.22244811E+000		-1.04767677E+002		0.00000000E+000	
3.22246718E+000		-1.04434113E+002		0.00000000E+000	
3.22248650E+000		-1.04834427E+002		0.00000000E+000	
3.22250557E+000		-1.05148590E+002		0.00000000E+000	
3.22252488E+000		-1.08166512E+002		0.00000000E+000	
3.22254395E+000		-1.09390297E+002		0.00000000E+000	
3.22256327E+000		-1.06665619E+002		0.00000000E+000	
3.22258258E+000		-1.05620224E+002		0.00000000E+000	
3.22260165E+000		-1.05451645E+002		0.00000000E+000	
3.22262096E+000		-1.04971802E+002		0.00000000E+000	
3.22264004E+000		-1.03580482E+002		0.00000000E+000	
3.22265935E+000		-1.04807693E+002		0.00000000E+000	
3.22267842E+000		-1.05851212E+002		0.00000000E+000	
3.22269773E+000		-1.05570869E+002		0.00000000E+000	
3.22271705E+000		-1.05732262E+002		0.00000000E+000	
3.22273612E+000		-1.07861572E+002		0.00000000E+000	
3.22275543E+000		-1.08492241E+002		0.00000000E+000	
3.22277451E+000		-1.08303940E+002		0.00000000E+000	
3.22279382E+000		-1.08979576E+002		0.00000000E+000	
3.22281289E+000		-1.07063904E+002		0.00000000E+000	
3.22283220E+000		-1.06938400E+002		0.00000000E+000	
3.22285151E+000		-1.07317955E+002		0.00000000E+000	
3.22287059E+000		-1.07964996E+002		0.00000000E+000	
3.22288990E+000		-1.07536804E+002		0.00000000E+000	
3.22290897E+000		-1.11402863E+002		0.00000000E+000	
3.22292829E+000		-1.12246384E+002		0.00000000E+000	
3.22294736E+000		-1.08095711E+002		0.00000000E+000	
3.22296667E+000		-1.07236061E+002		0.00000000E+000	
3.22298574E+000		-1.07488846E+002		0.00000000E+000	
3.22300506E+000		-1.06583099E+002		0.00000000E+000	
3.22302437E+000		-1.05814735E+002		0.00000000E+000	
3.22304344E+000		-1.06220161E+002		0.00000000E+000	
3.22306275E+000		-1.06544563E+002		0.00000000E+000	
3.22308183E+000		-1.06586716E+002		0.00000000E+000	
3.22310114E+000		-1.06187042E+002		0.00000000E+000	
3.22312021E+000		-1.07125313E+002		0.00000000E+000	
3.22313952E+000		-1.05588295E+002		0.00000000E+000	
3.22315884E+000		-1.05450180E+002		0.00000000E+000	
3.22317791E+000		-1.05070969E+002		0.00000000E+000	
3.22319722E+000		-1.05349640E+002		0.00000000E+000	
3.22321630E+000		-1.04974472E+002		0.00000000E+000	
3.22323561E+000		-1.07565720E+002		0.00000000E+000	
3.22325468E+000		-1.07979630E+002		0.00000000E+000	
3.22327399E+000		-1.08245781E+002		0.00000000E+000	
3.22329330E+000		-1.09388458E+002		0.00000000E+000	
3.22331238E+000		-1.07901077E+002		0.00000000E+000	
3.22333169E+000		-1.07488976E+002		0.00000000E+000	
3.22335076E+000		-1.05292114E+002		0.00000000E+000	
3.22337008E+000		-1.05670624E+002		0.00000000E+000	
3.22338915E+000		-1.05431335E+002		0.00000000E+000	
3.22340846E+000		-1.04996628E+002		0.00000000E+000	
3.22342777E+000		-1.03506737E+002		0.00000000E+000	
3.22344685E+000		-1.03708984E+002		0.00000000E+000	
3.22346616E+000		-1.03661766E+002		0.00000000E+000	
3.22348523E+000		-1.03284897E+002		0.00000000E+000	
3.22350454E+000		-1.04250175E+002		0.00000000E+000	
3.22352362E+000		-1.06192413E+002		0.00000000E+000	
3.22354293E+000		-1.06599030E+002		0.00000000E+000	
3.22356200E+000		-1.02898140E+002		0.00000000E+000	
3.22358131E+000		-1.03020180E+002		0.00000000E+000	
3.22360063E+000		-1.03106537E+002		0.00000000E+000	
3.22361970E+000		-1.02944878E+002		0.00000000E+000	
3.22363901E+000		-1.03173782E+002		0.00000000E+000	
3.22365808E+000		-1.07311569E+002		0.00000000E+000	
3.22367740E+000		-1.08736053E+002		0.00000000E+000	
3.22369647E+000		-1.08272331E+002		0.00000000E+000	
3.22371578E+000		-1.03951569E+002		0.00000000E+000	
3.22373509E+000		-1.04382675E+002		0.00000000E+000	
3.22375417E+000		-1.04511322E+002		0.00000000E+000	
3.22377348E+000		-1.03716194E+002		0.00000000E+000	
3.22379255E+000		-1.03904945E+002		0.00000000E+000	
3.22381186E+000		-1.09167168E+002		0.00000000E+000	
3.22383094E+000		-1.10171585E+002		0.00000000E+000	
3.22385025E+000		-1.06701431E+002		0.00000000E+000	
3.22386956E+000		-1.04770813E+002		0.00000000E+000	
3.22388864E+000		-1.04612381E+002		0.00000000E+000	
3.22390795E+000		-1.04612358E+002		0.00000000E+000	
3.22392702E+000		-1.04496368E+002		0.00000000E+000	
3.22394633E+000		-1.06006760E+002		0.00000000E+000	
3.22396541E+000		-1.11402161E+002		0.00000000E+000	
3.22398472E+000		-1.04449608E+002		0.00000000E+000	
3.22400403E+000		-1.03940338E+002		0.00000000E+000	
3.22402310E+000		-1.03976166E+002		0.00000000E+000	
3.22404242E+000		-1.03804123E+002		0.00000000E+000	
3.22406149E+000		-1.03787598E+002		0.00000000E+000	
3.22408080E+000		-1.09202484E+002		0.00000000E+000	
3.22409987E+000		-1.10287865E+002		0.00000000E+000	
3.22411919E+000		-1.08774681E+002		0.00000000E+000	
3.22413826E+000		-1.09056480E+002		0.00000000E+000	
3.22415757E+000		-1.08143608E+002		0.00000000E+000	
3.22417688E+000		-1.08289307E+002		0.00000000E+000	
3.22419596E+000		-1.07952187E+002		0.00000000E+000	
3.22421527E+000		-1.08113472E+002		0.00000000E+000	
3.22423434E+000		-1.08288338E+002		0.00000000E+000	
3.22425365E+000		-1.08202347E+002		0.00000000E+000	
3.22427273E+000		-1.07481316E+002		0.00000000E+000	
3.22429204E+000		-1.07005127E+002		0.00000000E+000	
3.22431135E+000		-1.07727600E+002		0.00000000E+000	
3.22433043E+000		-1.07193336E+002		0.00000000E+000	
3.22434974E+000		-1.07636452E+002		0.00000000E+000	
3.22436881E+000		-1.07723625E+002		0.00000000E+000	
3.22438812E+000		-1.09300720E+002		0.00000000E+000	
3.22440720E+000		-1.07630699E+002		0.00000000E+000	
3.22442651E+000		-1.08049408E+002		0.00000000E+000	
3.22444582E+000		-1.08751976E+002		0.00000000E+000	
3.22446489E+000		-1.09347916E+002		0.00000000E+000	
3.22448421E+000		-1.08466759E+002		0.00000000E+000	
3.22450328E+000		-1.09778214E+002		0.00000000E+000	
3.22452259E+000		-1.10275795E+002		0.00000000E+000	
3.22454166E+000		-1.10183037E+002		0.00000000E+000	
3.22456098E+000		-1.09893578E+002		0.00000000E+000	
3.22458029E+000		-1.09789848E+002		0.00000000E+000	
3.22459936E+000		-1.09444824E+002		0.00000000E+000	
3.22461867E+000		-1.05112000E+002		0.00000000E+000	
3.22463775E+000		-1.05073174E+002		0.00000000E+000	
3.22465706E+000		-1.05104492E+002		0.00000000E+000	
3.22467613E+000		-1.05046066E+002		0.00000000E+000	
3.22469544E+000		-1.04660522E+002		0.00000000E+000	
3.22471452E+000		-1.08279312E+002		0.00000000E+000	
3.22473383E+000		-1.08019974E+002		0.00000000E+000	
3.22475314E+000		-1.08097649E+002		0.00000000E+000	
3.22477221E+000		-1.06701729E+002		0.00000000E+000	
3.22479153E+000		-1.08272736E+002		0.00000000E+000	
3.22481060E+000		-1.07581894E+002		0.00000000E+000	
3.22482991E+000		-1.06128548E+002		0.00000000E+000	
3.22484899E+000		-1.05816109E+002		0.00000000E+000	
3.22486830E+000		-1.06833534E+002		0.00000000E+000	
3.22488761E+000		-1.06391525E+002		0.00000000E+000	
3.22490668E+000		-1.06821968E+002		0.00000000E+000	
3.22492599E+000		-1.08825485E+002		0.00000000E+000	
3.22494507E+000		-1.09046013E+002		0.00000000E+000	
3.22496438E+000		-1.10558365E+002		0.00000000E+000	
3.22498345E+000		-1.11824905E+002		0.00000000E+000	
3.22500277E+000		-1.11611694E+002		0.00000000E+000	
3.22502208E+000		-1.10056725E+002		0.00000000E+000	
3.22504115E+000		-1.08740196E+002		0.00000000E+000	
3.22506046E+000		-1.07759445E+002		0.00000000E+000	
3.22507954E+000		-1.06874046E+002		0.00000000E+000	
3.22509885E+000		-1.07078056E+002		0.00000000E+000	
3.22511792E+000		-1.07072479E+002		0.00000000E+000	
3.22513723E+000		-1.05856544E+002		0.00000000E+000	
3.22515655E+000		-1.06625671E+002		0.00000000E+000	
3.22517562E+000		-1.06931549E+002		0.00000000E+000	
3.22519493E+000		-1.06313904E+002		0.00000000E+000	
3.22521400E+000		-1.07020348E+002		0.00000000E+000	
3.22523332E+000		-1.10591812E+002		0.00000000E+000	
3.22525239E+000		-1.09581299E+002		0.00000000E+000	
3.22527170E+000		-1.08905960E+002		0.00000000E+000	
3.22529078E+000		-1.08564774E+002		0.00000000E+000	
3.22531009E+000		-1.08070374E+002		0.00000000E+000	
3.22532940E+000		-1.07191040E+002		0.00000000E+000	
3.22534847E+000		-1.07361877E+002		0.00000000E+000	
3.22536778E+000		-1.07894821E+002		0.00000000E+000	
3.22538686E+000		-1.07579002E+002		0.00000000E+000	
3.22540617E+000		-1.05868637E+002		0.00000000E+000	
3.22542524E+000		-1.06163872E+002		0.00000000E+000	
3.22544456E+000		-1.05209671E+002		0.00000000E+000	
3.22546387E+000		-1.04887474E+002		0.00000000E+000	
3.22548294E+000		-1.05453499E+002		0.00000000E+000	
3.22550225E+000		-1.06904381E+002		0.00000000E+000	
3.22552133E+000		-1.04000938E+002		0.00000000E+000	
3.22554064E+000		-1.04298668E+002		0.00000000E+000	
3.22555971E+000		-1.04310104E+002		0.00000000E+000	
3.22557902E+000		-1.04533447E+002		0.00000000E+000	
3.22559834E+000		-1.04790871E+002		0.00000000E+000	
3.22561741E+000		-1.05049942E+002		0.00000000E+000	
3.22563672E+000		-1.05351593E+002		0.00000000E+000	
3.22565579E+000		-1.05171051E+002		0.00000000E+000	
3.22567511E+000		-1.04710701E+002		0.00000000E+000	
3.22569418E+000		-1.04733925E+002		0.00000000E+000	
3.22571349E+000		-1.08307190E+002		0.00000000E+000	
3.22573280E+000		-1.07916634E+002		0.00000000E+000	
3.22575188E+000		-1.08487312E+002		0.00000000E+000	
3.22577119E+000		-1.07305367E+002		0.00000000E+000	
3.22579026E+000		-1.06901314E+002		0.00000000E+000	
3.22580957E+000		-1.06240341E+002		0.00000000E+000	
3.22582865E+000		-1.05860939E+002		0.00000000E+000	
3.22584796E+000		-1.05911949E+002		0.00000000E+000	
3.22586703E+000		-1.06338844E+002		0.00000000E+000	
3.22588634E+000		-1.06706543E+002		0.00000000E+000	
3.22590566E+000		-1.07441292E+002		0.00000000E+000	
3.22592473E+000		-1.09086845E+002		0.00000000E+000	
3.22594404E+000		-1.09148407E+002		0.00000000E+000	
3.22596312E+000		-1.10606155E+002		0.00000000E+000	
3.22598243E+000		-1.10499420E+002		0.00000000E+000	
3.22600150E+000		-1.09831390E+002		0.00000000E+000	
3.22602081E+000		-1.09860344E+002		0.00000000E+000	
3.22604012E+000		-1.11066635E+002		0.00000000E+000	
3.22605920E+000		-1.12241707E+002		0.00000000E+000	
3.22607851E+000		-1.10711655E+002		0.00000000E+000	
3.22609758E+000		-1.09394424E+002		0.00000000E+000	
3.22611690E+000		-1.08877991E+002		0.00000000E+000	
3.22613597E+000		-1.07813889E+002		0.00000000E+000	
3.22615528E+000		-1.06722870E+002		0.00000000E+000	
3.22617459E+000		-1.06573189E+002		0.00000000E+000	
3.22619367E+000		-1.06585045E+002		0.00000000E+000	
3.22621298E+000		-1.05902519E+002		0.00000000E+000	
3.22623205E+000		-1.06455612E+002		0.00000000E+000	
3.22625136E+000		-1.06559410E+002		0.00000000E+000	
3.22627044E+000		-1.07089828E+002		0.00000000E+000	
3.22628975E+000		-1.07932274E+002		0.00000000E+000	
3.22630882E+000		-1.05368942E+002		0.00000000E+000	
3.22632813E+000		-1.04465515E+002		0.00000000E+000	
3.22634745E+000		-1.04783592E+002		0.00000000E+000	
3.22636652E+000		-1.04835114E+002		0.00000000E+000	
3.22638583E+000		-1.05166321E+002		0.00000000E+000	
3.22640491E+000		-1.08470909E+002		0.00000000E+000	
3.22642422E+000		-1.10293747E+002		0.00000000E+000	
3.22644329E+000		-1.09936905E+002		0.00000000E+000	
3.22646260E+000		-1.10196442E+002		0.00000000E+000	
3.22648191E+000		-1.08776558E+002		0.00000000E+000	
3.22650099E+000		-1.07578926E+002		0.00000000E+000	
3.22652030E+000		-1.08317604E+002		0.00000000E+000	
3.22653937E+000		-1.08011162E+002		0.00000000E+000	
3.22655869E+000		-1.08050766E+002		0.00000000E+000	
3.22657776E+000		-1.08598282E+002		0.00000000E+000	
3.22659707E+000		-1.11030884E+002		0.00000000E+000	
3.22661638E+000		-1.05760696E+002		0.00000000E+000	
3.22663546E+000		-1.05714935E+002		0.00000000E+000	
3.22665477E+000		-1.05461899E+002		0.00000000E+000	
3.22667384E+000		-1.04997650E+002		0.00000000E+000	
3.22669315E+000		-1.04957916E+002		0.00000000E+000	
3.22671223E+000		-1.07447311E+002		0.00000000E+000	
3.22673154E+000		-1.07330162E+002		0.00000000E+000	
3.22675085E+000		-1.07165611E+002		0.00000000E+000	
3.22676992E+000		-1.07703827E+002		0.00000000E+000	
3.22678924E+000		-1.06633224E+002		0.00000000E+000	
3.22680831E+000		-1.07682274E+002		0.00000000E+000	
