Acquired on 3/23/2026 at 20:45:11
Calibrated on 2/21/2023 at 03:14:48
Device Descriptor:  [none]
Scan Range (nm):  1545.445  --  1588.034
Measurement Type:  Reflection
Group Index:  1.500
Gain:  24 dB
Domain:  Time
Spatial Resolution (mm):  0.100209
Frequency domain window was not applied to measurement data.
Gage length:  1.000766 cm
Sensor spacing:  0.099884 cm
Number of Data Points (in this file):  41648
NOTE: Data stored in this file is not decimated.

Length (m)	Length (m)	Amplitude (dB/mm)	Spectral Shift (GHz)	Spectral Shift Quality	
2.74096656E+000		-1.07984810E+002		0.00000000E+000	
2.74098563E+000		-1.06432098E+002		0.00000000E+000	
2.74100494E+000		-1.05378731E+002		0.00000000E+000	
2.74102402E+000		-1.05584831E+002		0.00000000E+000	
2.74104333E+000		-1.05783142E+002		0.00000000E+000	
2.74106264E+000		-1.04345772E+002		0.00000000E+000	
2.74108171E+000		-1.04946030E+002		0.00000000E+000	
2.74110103E+000		-1.04767372E+002		0.00000000E+000	
2.74112010E+000		-1.04282036E+002		0.00000000E+000	
2.74113941E+000		-1.03446663E+002		0.00000000E+000	
2.74115849E+000		-1.03712418E+002		0.00000000E+000	
2.74117780E+000		-1.04576271E+002		0.00000000E+000	
2.74119687E+000		-1.05546257E+002		0.00000000E+000	
2.74121618E+000		-1.06026932E+002		0.00000000E+000	
2.74123549E+000		-1.06657837E+002		0.00000000E+000	
2.74125457E+000		-1.06644012E+002		0.00000000E+000	
2.74127388E+000		-1.05478912E+002		0.00000000E+000	
2.74129295E+000		-1.04478699E+002		0.00000000E+000	
2.74131227E+000		-1.03825272E+002		0.00000000E+000	
2.74133134E+000		-1.03907684E+002		0.00000000E+000	
2.74135065E+000		-1.04490707E+002		0.00000000E+000	
2.74136996E+000		-1.04528053E+002		0.00000000E+000	
2.74138904E+000		-1.05855347E+002		0.00000000E+000	
2.74140835E+000		-1.05767929E+002		0.00000000E+000	
2.74142742E+000		-1.05745743E+002		0.00000000E+000	
2.74144673E+000		-1.05171242E+002		0.00000000E+000	
2.74146581E+000		-1.04900597E+002		0.00000000E+000	
2.74148512E+000		-1.01725876E+002		0.00000000E+000	
2.74150443E+000		-1.02106087E+002		0.00000000E+000	
2.74152350E+000		-1.00964317E+002		0.00000000E+000	
2.74154282E+000		-1.01037987E+002		0.00000000E+000	
2.74156189E+000		-1.01479904E+002		0.00000000E+000	
2.74158120E+000		-1.04437599E+002		0.00000000E+000	
2.74160028E+000		-1.02837097E+002		0.00000000E+000	
2.74161959E+000		-1.03949394E+002		0.00000000E+000	
2.74163890E+000		-1.03933167E+002		0.00000000E+000	
2.74165797E+000		-1.03996307E+002		0.00000000E+000	
2.74167728E+000		-1.03742493E+002		0.00000000E+000	
2.74169636E+000		-1.03552628E+002		0.00000000E+000	
2.74171567E+000		-1.04667046E+002		0.00000000E+000	
2.74173474E+000		-1.03946342E+002		0.00000000E+000	
2.74175406E+000		-1.02401344E+002		0.00000000E+000	
2.74177313E+000		-1.02390640E+002		0.00000000E+000	
2.74179244E+000		-1.02603683E+002		0.00000000E+000	
2.74181175E+000		-1.02227432E+002		0.00000000E+000	
2.74183083E+000		-1.03252365E+002		0.00000000E+000	
2.74185014E+000		-1.04525307E+002		0.00000000E+000	
2.74186921E+000		-1.04780716E+002		0.00000000E+000	
2.74188852E+000		-1.07117142E+002		0.00000000E+000	
2.74190760E+000		-1.06508301E+002		0.00000000E+000	
2.74192691E+000		-1.04971207E+002		0.00000000E+000	
2.74194622E+000		-1.03883354E+002		0.00000000E+000	
2.74196529E+000		-1.03086090E+002		0.00000000E+000	
2.74198461E+000		-1.02925919E+002		0.00000000E+000	
2.74200368E+000		-1.01716553E+002		0.00000000E+000	
2.74202299E+000		-1.01891823E+002		0.00000000E+000	
2.74204206E+000		-1.01736115E+002		0.00000000E+000	
2.74206138E+000		-1.02137924E+002		0.00000000E+000	
2.74208069E+000		-1.02310753E+002		0.00000000E+000	
2.74209976E+000		-1.03543694E+002		0.00000000E+000	
2.74211907E+000		-1.03462517E+002		0.00000000E+000	
2.74213815E+000		-1.03329384E+002		0.00000000E+000	
2.74215746E+000		-1.03240959E+002		0.00000000E+000	
2.74217653E+000		-1.03383652E+002		0.00000000E+000	
2.74219584E+000		-1.04162483E+002		0.00000000E+000	
2.74221492E+000		-1.04135056E+002		0.00000000E+000	
2.74223423E+000		-1.06047661E+002		0.00000000E+000	
2.74225354E+000		-1.06219864E+002		0.00000000E+000	
2.74227262E+000		-1.03428452E+002		0.00000000E+000	
2.74229193E+000		-1.02538002E+002		0.00000000E+000	
2.74231100E+000		-1.02801048E+002		0.00000000E+000	
2.74233031E+000		-1.02275589E+002		0.00000000E+000	
2.74234939E+000		-1.02290535E+002		0.00000000E+000	
2.74236870E+000		-1.03609375E+002		0.00000000E+000	
2.74238801E+000		-1.03784805E+002		0.00000000E+000	
2.74240708E+000		-1.03818893E+002		0.00000000E+000	
2.74242640E+000		-1.04800117E+002		0.00000000E+000	
2.74244547E+000		-1.04584198E+002		0.00000000E+000	
2.74246478E+000		-1.05549309E+002		0.00000000E+000	
2.74248385E+000		-1.06622116E+002		0.00000000E+000	
2.74250317E+000		-1.05255196E+002		0.00000000E+000	
2.74252248E+000		-1.05703369E+002		0.00000000E+000	
2.74254155E+000		-1.03590759E+002		0.00000000E+000	
2.74256086E+000		-1.03359718E+002		0.00000000E+000	
2.74257994E+000		-1.03694061E+002		0.00000000E+000	
2.74259925E+000		-1.05010216E+002		0.00000000E+000	
2.74261832E+000		-1.03519585E+002		0.00000000E+000	
2.74263763E+000		-1.03863136E+002		0.00000000E+000	
2.74265695E+000		-1.02903305E+002		0.00000000E+000	
2.74267602E+000		-1.02834206E+002		0.00000000E+000	
2.74269533E+000		-1.02574448E+002		0.00000000E+000	
2.74271441E+000		-1.03415115E+002		0.00000000E+000	
2.74273372E+000		-1.04881668E+002		0.00000000E+000	
2.74275279E+000		-1.06510330E+002		0.00000000E+000	
2.74277210E+000		-1.06690582E+002		0.00000000E+000	
2.74279118E+000		-1.07489288E+002		0.00000000E+000	
2.74281049E+000		-1.04388123E+002		0.00000000E+000	
2.74282980E+000		-1.04597672E+002		0.00000000E+000	
2.74284887E+000		-1.03896599E+002		0.00000000E+000	
2.74286819E+000		-1.03461258E+002		0.00000000E+000	
2.74288726E+000		-1.03301506E+002		0.00000000E+000	
2.74290657E+000		-1.02410500E+002		0.00000000E+000	
2.74292564E+000		-1.01801842E+002		0.00000000E+000	
2.74294496E+000		-1.02336868E+002		0.00000000E+000	
2.74296427E+000		-1.02712540E+002		0.00000000E+000	
2.74298334E+000		-1.02082176E+002		0.00000000E+000	
2.74300265E+000		-1.04934662E+002		0.00000000E+000	
2.74302173E+000		-1.05448311E+002		0.00000000E+000	
2.74304104E+000		-1.04959305E+002		0.00000000E+000	
2.74306011E+000		-1.04554962E+002		0.00000000E+000	
2.74307942E+000		-1.05614655E+002		0.00000000E+000	
2.74309874E+000		-1.04659180E+002		0.00000000E+000	
2.74311781E+000		-1.05399025E+002		0.00000000E+000	
2.74313712E+000		-1.05828903E+002		0.00000000E+000	
2.74315619E+000		-1.03896774E+002		0.00000000E+000	
2.74317551E+000		-1.04378952E+002		0.00000000E+000	
2.74319458E+000		-1.04634705E+002		0.00000000E+000	
2.74321389E+000		-1.04428139E+002		0.00000000E+000	
2.74323320E+000		-1.03522118E+002		0.00000000E+000	
2.74325228E+000		-1.05500801E+002		0.00000000E+000	
2.74327159E+000		-1.04730385E+002		0.00000000E+000	
2.74329066E+000		-1.05630051E+002		0.00000000E+000	
2.74330997E+000		-1.04816582E+002		0.00000000E+000	
2.74332905E+000		-1.06231346E+002		0.00000000E+000	
2.74334836E+000		-1.04047203E+002		0.00000000E+000	
2.74336743E+000		-1.04471283E+002		0.00000000E+000	
2.74338675E+000		-1.04420967E+002		0.00000000E+000	
2.74340606E+000		-1.04649445E+002		0.00000000E+000	
2.74342513E+000		-1.04212387E+002		0.00000000E+000	
2.74344444E+000		-1.06683792E+002		0.00000000E+000	
2.74346352E+000		-1.06469376E+002		0.00000000E+000	
2.74348283E+000		-1.06220848E+002		0.00000000E+000	
2.74350190E+000		-1.04936134E+002		0.00000000E+000	
2.74352121E+000		-1.05129547E+002		0.00000000E+000	
2.74354053E+000		-1.05154182E+002		0.00000000E+000	
2.74355960E+000		-1.04614647E+002		0.00000000E+000	
2.74357891E+000		-1.04707169E+002		0.00000000E+000	
2.74359798E+000		-1.06155731E+002		0.00000000E+000	
2.74361730E+000		-1.06219589E+002		0.00000000E+000	
2.74363637E+000		-1.05272560E+002		0.00000000E+000	
2.74365568E+000		-1.06030342E+002		0.00000000E+000	
2.74367499E+000		-1.01899689E+002		0.00000000E+000	
2.74369407E+000		-1.02063187E+002		0.00000000E+000	
2.74371338E+000		-1.02241989E+002		0.00000000E+000	
2.74373245E+000		-1.02583557E+002		0.00000000E+000	
2.74375176E+000		-1.01131989E+002		0.00000000E+000	
2.74377084E+000		-1.02768387E+002		0.00000000E+000	
2.74379015E+000		-1.02368515E+002		0.00000000E+000	
2.74380946E+000		-1.02441208E+002		0.00000000E+000	
2.74382854E+000		-1.02335953E+002		0.00000000E+000	
2.74384785E+000		-1.01436646E+002		0.00000000E+000	
2.74386692E+000		-1.01587029E+002		0.00000000E+000	
2.74388623E+000		-1.02094032E+002		0.00000000E+000	
2.74390531E+000		-1.01177986E+002		0.00000000E+000	
2.74392462E+000		-1.00886520E+002		0.00000000E+000	
2.74394369E+000		-1.02757797E+002		0.00000000E+000	
2.74396300E+000		-1.02623138E+002		0.00000000E+000	
2.74398232E+000		-1.02665550E+002		0.00000000E+000	
2.74400139E+000		-1.03193092E+002		0.00000000E+000	
2.74402070E+000		-1.03110748E+002		0.00000000E+000	
2.74403977E+000		-1.03352165E+002		0.00000000E+000	
2.74405909E+000		-1.04029243E+002		0.00000000E+000	
2.74407816E+000		-1.03670189E+002		0.00000000E+000	
2.74409747E+000		-1.04586182E+002		0.00000000E+000	
2.74411678E+000		-1.04013077E+002		0.00000000E+000	
2.74413586E+000		-1.04076347E+002		0.00000000E+000	
2.74415517E+000		-1.04971008E+002		0.00000000E+000	
2.74417424E+000		-1.04784653E+002		0.00000000E+000	
2.74419355E+000		-1.04700363E+002		0.00000000E+000	
2.74421263E+000		-1.06325081E+002		0.00000000E+000	
2.74423194E+000		-1.07331474E+002		0.00000000E+000	
2.74425125E+000		-1.08244644E+002		0.00000000E+000	
2.74427032E+000		-1.09087494E+002		0.00000000E+000	
2.74428964E+000		-1.06811600E+002		0.00000000E+000	
2.74430871E+000		-1.06147781E+002		0.00000000E+000	
2.74432802E+000		-1.05226669E+002		0.00000000E+000	
2.74434710E+000		-1.04438850E+002		0.00000000E+000	
2.74436641E+000		-1.04240128E+002		0.00000000E+000	
2.74438572E+000		-1.04054955E+002		0.00000000E+000	
2.74440479E+000		-1.02899246E+002		0.00000000E+000	
2.74442410E+000		-1.03169899E+002		0.00000000E+000	
2.74444318E+000		-1.03359268E+002		0.00000000E+000	
2.74446249E+000		-1.03438484E+002		0.00000000E+000	
2.74448156E+000		-1.03888283E+002		0.00000000E+000	
2.74450088E+000		-1.06622932E+002		0.00000000E+000	
2.74451995E+000		-1.06954224E+002		0.00000000E+000	
2.74453926E+000		-1.06868240E+002		0.00000000E+000	
2.74455857E+000		-1.07402946E+002		0.00000000E+000	
2.74457765E+000		-1.06835823E+002		0.00000000E+000	
2.74459696E+000		-1.06113808E+002		0.00000000E+000	
2.74461603E+000		-1.05948753E+002		0.00000000E+000	
2.74463534E+000		-1.06528252E+002		0.00000000E+000	
2.74465442E+000		-1.06805305E+002		0.00000000E+000	
2.74467373E+000		-1.09078262E+002		0.00000000E+000	
2.74469304E+000		-1.07517151E+002		0.00000000E+000	
2.74471211E+000		-1.07594521E+002		0.00000000E+000	
2.74473143E+000		-1.04430527E+002		0.00000000E+000	
2.74475050E+000		-1.04165588E+002		0.00000000E+000	
2.74476981E+000		-1.03200066E+002		0.00000000E+000	
2.74478889E+000		-1.03653343E+002		0.00000000E+000	
2.74480820E+000		-1.02690819E+002		0.00000000E+000	
2.74482751E+000		-1.04230682E+002		0.00000000E+000	
2.74484658E+000		-1.03905060E+002		0.00000000E+000	
2.74486589E+000		-1.03982162E+002		0.00000000E+000	
2.74488497E+000		-1.04215935E+002		0.00000000E+000	
2.74490428E+000		-1.05391037E+002		0.00000000E+000	
2.74492335E+000		-1.05468971E+002		0.00000000E+000	
2.74494267E+000		-1.04971703E+002		0.00000000E+000	
2.74496198E+000		-1.03022018E+002		0.00000000E+000	
2.74498105E+000		-1.02826225E+002		0.00000000E+000	
2.74500036E+000		-1.02779709E+002		0.00000000E+000	
2.74501944E+000		-1.02644470E+002		0.00000000E+000	
2.74503875E+000		-1.03023392E+002		0.00000000E+000	
2.74505782E+000		-1.05112534E+002		0.00000000E+000	
2.74507713E+000		-1.05716278E+002		0.00000000E+000	
2.74509621E+000		-1.06207642E+002		0.00000000E+000	
2.74511552E+000		-1.05139610E+002		0.00000000E+000	
2.74513483E+000		-1.05703629E+002		0.00000000E+000	
2.74515390E+000		-1.06336624E+002		0.00000000E+000	
2.74517322E+000		-1.06397171E+002		0.00000000E+000	
2.74519229E+000		-1.06644142E+002		0.00000000E+000	
2.74521160E+000		-1.09335266E+002		0.00000000E+000	
2.74523067E+000		-1.06636955E+002		0.00000000E+000	
2.74524999E+000		-1.06424629E+002		0.00000000E+000	
2.74526930E+000		-1.05436401E+002		0.00000000E+000	
2.74528837E+000		-1.05135345E+002		0.00000000E+000	
2.74530768E+000		-1.05078445E+002		0.00000000E+000	
2.74532676E+000		-1.06128830E+002		0.00000000E+000	
2.74534607E+000		-1.06164101E+002		0.00000000E+000	
2.74536514E+000		-1.06385109E+002		0.00000000E+000	
2.74538445E+000		-1.05461357E+002		0.00000000E+000	
2.74540377E+000		-1.04816597E+002		0.00000000E+000	
2.74542284E+000		-1.04193886E+002		0.00000000E+000	
2.74544215E+000		-1.04795380E+002		0.00000000E+000	
2.74546123E+000		-1.04223297E+002		0.00000000E+000	
2.74548054E+000		-1.04771896E+002		0.00000000E+000	
2.74549961E+000		-1.05556244E+002		0.00000000E+000	
2.74551892E+000		-1.06403503E+002		0.00000000E+000	
2.74553823E+000		-1.05859596E+002		0.00000000E+000	
2.74555731E+000		-1.05777351E+002		0.00000000E+000	
2.74557662E+000		-1.06040718E+002		0.00000000E+000	
2.74559569E+000		-1.04528114E+002		0.00000000E+000	
2.74561501E+000		-1.03010727E+002		0.00000000E+000	
2.74563408E+000		-1.03175468E+002		0.00000000E+000	
2.74565339E+000		-1.03874985E+002		0.00000000E+000	
2.74567246E+000		-1.03736298E+002		0.00000000E+000	
2.74569178E+000		-1.04278366E+002		0.00000000E+000	
2.74571109E+000		-1.06929398E+002		0.00000000E+000	
2.74573016E+000		-1.05052223E+002		0.00000000E+000	
2.74574947E+000		-1.04978439E+002		0.00000000E+000	
2.74576855E+000		-1.04277710E+002		0.00000000E+000	
2.74578786E+000		-1.03594681E+002		0.00000000E+000	
2.74580693E+000		-1.03728752E+002		0.00000000E+000	
2.74582624E+000		-1.03719696E+002		0.00000000E+000	
2.74584556E+000		-1.02280350E+002		0.00000000E+000	
2.74586463E+000		-1.02545540E+002		0.00000000E+000	
2.74588394E+000		-1.03262184E+002		0.00000000E+000	
2.74590302E+000		-1.02653893E+002		0.00000000E+000	
2.74592233E+000		-1.03778275E+002		0.00000000E+000	
2.74594140E+000		-1.05940331E+002		0.00000000E+000	
2.74596071E+000		-1.05861961E+002		0.00000000E+000	
2.74598002E+000		-1.06323311E+002		0.00000000E+000	
2.74599910E+000		-1.08146500E+002		0.00000000E+000	
2.74601841E+000		-1.06043587E+002		0.00000000E+000	
2.74603748E+000		-1.06505745E+002		0.00000000E+000	
2.74605680E+000		-1.06702202E+002		0.00000000E+000	
2.74607587E+000		-1.06215942E+002		0.00000000E+000	
2.74609518E+000		-1.05007545E+002		0.00000000E+000	
2.74611425E+000		-1.05260040E+002		0.00000000E+000	
2.74613357E+000		-1.04593674E+002		0.00000000E+000	
2.74615288E+000		-1.04135605E+002		0.00000000E+000	
2.74617195E+000		-1.04260284E+002		0.00000000E+000	
2.74619126E+000		-1.03160667E+002		0.00000000E+000	
2.74621034E+000		-1.03959877E+002		0.00000000E+000	
2.74622965E+000		-1.04052719E+002		0.00000000E+000	
2.74624872E+000		-1.03450211E+002		0.00000000E+000	
2.74626803E+000		-1.02382591E+002		0.00000000E+000	
2.74628735E+000		-1.03923050E+002		0.00000000E+000	
2.74630642E+000		-1.03316994E+002		0.00000000E+000	
2.74632573E+000		-1.03888443E+002		0.00000000E+000	
2.74634480E+000		-1.03506668E+002		0.00000000E+000	
2.74636412E+000		-1.04621819E+002		0.00000000E+000	
2.74638319E+000		-1.02506195E+002		0.00000000E+000	
2.74640250E+000		-1.02477386E+002		0.00000000E+000	
2.74642181E+000		-1.02372444E+002		0.00000000E+000	
2.74644089E+000		-1.03238762E+002		0.00000000E+000	
2.74646020E+000		-1.03080818E+002		0.00000000E+000	
2.74647927E+000		-1.05427673E+002		0.00000000E+000	
2.74649858E+000		-1.05195839E+002		0.00000000E+000	
2.74651766E+000		-1.05113663E+002		0.00000000E+000	
2.74653697E+000		-1.04734413E+002		0.00000000E+000	
2.74655628E+000		-1.04804352E+002		0.00000000E+000	
2.74657536E+000		-1.04480881E+002		0.00000000E+000	
2.74659467E+000		-1.05057755E+002		0.00000000E+000	
2.74661374E+000		-1.05345139E+002		0.00000000E+000	
2.74663305E+000		-1.04987259E+002		0.00000000E+000	
2.74665213E+000		-1.03096924E+002		0.00000000E+000	
2.74667144E+000		-1.02956390E+002		0.00000000E+000	
2.74669051E+000		-1.02008118E+002		0.00000000E+000	
2.74670982E+000		-1.01566895E+002		0.00000000E+000	
2.74672914E+000		-1.02422958E+002		0.00000000E+000	
2.74674821E+000		-1.04490707E+002		0.00000000E+000	
2.74676752E+000		-1.04450256E+002		0.00000000E+000	
2.74678659E+000		-1.05575607E+002		0.00000000E+000	
2.74680591E+000		-1.06822433E+002		0.00000000E+000	
2.74682498E+000		-1.06112625E+002		0.00000000E+000	
2.74684429E+000		-1.05296509E+002		0.00000000E+000	
2.74686360E+000		-1.05130463E+002		0.00000000E+000	
2.74688268E+000		-1.04861458E+002		0.00000000E+000	
2.74690199E+000		-1.03430771E+002		0.00000000E+000	
2.74692106E+000		-1.03368797E+002		0.00000000E+000	
2.74694037E+000		-1.02295074E+002		0.00000000E+000	
2.74695945E+000		-1.02816307E+002		0.00000000E+000	
2.74697876E+000		-1.03093414E+002		0.00000000E+000	
2.74699807E+000		-1.04260513E+002		0.00000000E+000	
2.74701715E+000		-1.03099396E+002		0.00000000E+000	
2.74703646E+000		-1.04966652E+002		0.00000000E+000	
2.74705553E+000		-1.04866493E+002		0.00000000E+000	
2.74707484E+000		-1.05254219E+002		0.00000000E+000	
2.74709392E+000		-1.04215790E+002		0.00000000E+000	
2.74711323E+000		-1.04716644E+002		0.00000000E+000	
2.74713254E+000		-1.03848862E+002		0.00000000E+000	
2.74715161E+000		-1.03275520E+002		0.00000000E+000	
2.74717093E+000		-1.03515617E+002		0.00000000E+000	
2.74719000E+000		-1.03421509E+002		0.00000000E+000	
2.74720931E+000		-1.02990036E+002		0.00000000E+000	
2.74722838E+000		-1.03724625E+002		0.00000000E+000	
2.74724770E+000		-1.03613281E+002		0.00000000E+000	
2.74726677E+000		-1.02209999E+002		0.00000000E+000	
2.74728608E+000		-1.02906937E+002		0.00000000E+000	
2.74730539E+000		-1.04624985E+002		0.00000000E+000	
2.74732447E+000		-1.03583672E+002		0.00000000E+000	
2.74734378E+000		-1.02482880E+002		0.00000000E+000	
2.74736285E+000		-1.03844696E+002		0.00000000E+000	
2.74738216E+000		-1.01916397E+002		0.00000000E+000	
2.74740124E+000		-1.01562103E+002		0.00000000E+000	
2.74742055E+000		-1.01733719E+002		0.00000000E+000	
2.74743986E+000		-1.02624741E+002		0.00000000E+000	
2.74745893E+000		-1.02831146E+002		0.00000000E+000	
2.74747825E+000		-1.04941818E+002		0.00000000E+000	
2.74749732E+000		-1.05796692E+002		0.00000000E+000	
2.74751663E+000		-1.06422592E+002		0.00000000E+000	
2.74753571E+000		-1.06516571E+002		0.00000000E+000	
2.74755502E+000		-1.05605965E+002		0.00000000E+000	
2.74757433E+000		-1.05399818E+002		0.00000000E+000	
2.74759340E+000		-1.04642990E+002		0.00000000E+000	
2.74761271E+000		-1.04992661E+002		0.00000000E+000	
2.74763179E+000		-1.05949768E+002		0.00000000E+000	
2.74765110E+000		-1.04798706E+002		0.00000000E+000	
2.74767017E+000		-1.05506714E+002		0.00000000E+000	
2.74768949E+000		-1.04478027E+002		0.00000000E+000	
2.74770880E+000		-1.04037781E+002		0.00000000E+000	
2.74772787E+000		-1.02820221E+002		0.00000000E+000	
2.74774718E+000		-1.02686958E+002		0.00000000E+000	
2.74776626E+000		-1.02344315E+002		0.00000000E+000	
2.74778557E+000		-1.02999161E+002		0.00000000E+000	
2.74780464E+000		-1.03495728E+002		0.00000000E+000	
2.74782395E+000		-1.04933731E+002		0.00000000E+000	
2.74784303E+000		-1.06795181E+002		0.00000000E+000	
2.74786234E+000		-1.06799255E+002		0.00000000E+000	
2.74788165E+000		-1.07855186E+002		0.00000000E+000	
2.74790072E+000		-1.06968201E+002		0.00000000E+000	
2.74792004E+000		-1.07391014E+002		0.00000000E+000	
2.74793911E+000		-1.07853287E+002		0.00000000E+000	
2.74795842E+000		-1.06695015E+002		0.00000000E+000	
2.74797750E+000		-1.04679337E+002		0.00000000E+000	
2.74799681E+000		-1.04708870E+002		0.00000000E+000	
2.74801612E+000		-1.04613113E+002		0.00000000E+000	
2.74803519E+000		-1.03876053E+002		0.00000000E+000	
2.74805450E+000		-1.04819855E+002		0.00000000E+000	
2.74807358E+000		-1.06859085E+002		0.00000000E+000	
2.74809289E+000		-1.06861458E+002		0.00000000E+000	
2.74811196E+000		-1.05726807E+002		0.00000000E+000	
2.74813128E+000		-1.06899254E+002		0.00000000E+000	
2.74815059E+000		-1.06169983E+002		0.00000000E+000	
2.74816966E+000		-1.05754135E+002		0.00000000E+000	
2.74818897E+000		-1.03855431E+002		0.00000000E+000	
2.74820805E+000		-1.04412605E+002		0.00000000E+000	
2.74822736E+000		-1.04091660E+002		0.00000000E+000	
2.74824643E+000		-1.03994408E+002		0.00000000E+000	
2.74826574E+000		-1.03705360E+002		0.00000000E+000	
2.74828506E+000		-1.06038063E+002		0.00000000E+000	
2.74830413E+000		-1.03772163E+002		0.00000000E+000	
2.74832344E+000		-1.02969894E+002		0.00000000E+000	
2.74834251E+000		-1.03103928E+002		0.00000000E+000	
2.74836183E+000		-1.02690582E+002		0.00000000E+000	
2.74838090E+000		-1.02570335E+002		0.00000000E+000	
2.74840021E+000		-1.01905762E+002		0.00000000E+000	
2.74841928E+000		-1.02333633E+002		0.00000000E+000	
2.74843860E+000		-1.02678185E+002		0.00000000E+000	
2.74845791E+000		-1.03452690E+002		0.00000000E+000	
2.74847698E+000		-1.02646324E+002		0.00000000E+000	
2.74849629E+000		-1.04845879E+002		0.00000000E+000	
2.74851537E+000		-1.04977455E+002		0.00000000E+000	
2.74853468E+000		-1.04404861E+002		0.00000000E+000	
2.74855375E+000		-1.04049454E+002		0.00000000E+000	
2.74857306E+000		-1.05198250E+002		0.00000000E+000	
2.74859238E+000		-1.06323326E+002		0.00000000E+000	
2.74861145E+000		-1.07257378E+002		0.00000000E+000	
2.74863076E+000		-1.07956177E+002		0.00000000E+000	
2.74864984E+000		-1.07387680E+002		0.00000000E+000	
2.74866915E+000		-1.06486313E+002		0.00000000E+000	
2.74868822E+000		-1.05630455E+002		0.00000000E+000	
2.74870753E+000		-1.05261902E+002		0.00000000E+000	
2.74872684E+000		-1.04464943E+002		0.00000000E+000	
2.74874592E+000		-1.04530243E+002		0.00000000E+000	
2.74876523E+000		-1.04385712E+002		0.00000000E+000	
2.74878430E+000		-1.04526108E+002		0.00000000E+000	
2.74880362E+000		-1.04944572E+002		0.00000000E+000	
2.74882269E+000		-1.05797653E+002		0.00000000E+000	
2.74884200E+000		-1.06435898E+002		0.00000000E+000	
2.74886131E+000		-1.05127831E+002		0.00000000E+000	
2.74888039E+000		-1.04911049E+002		0.00000000E+000	
2.74889970E+000		-1.04759148E+002		0.00000000E+000	
2.74891877E+000		-1.04165848E+002		0.00000000E+000	
2.74893808E+000		-1.04348221E+002		0.00000000E+000	
2.74895716E+000		-1.05850761E+002		0.00000000E+000	
2.74897647E+000		-1.04961769E+002		0.00000000E+000	
2.74899554E+000		-1.04307892E+002		0.00000000E+000	
2.74901485E+000		-1.04579453E+002		0.00000000E+000	
2.74903417E+000		-1.04391106E+002		0.00000000E+000	
2.74905324E+000		-1.04351303E+002		0.00000000E+000	
2.74907255E+000		-1.04468239E+002		0.00000000E+000	
2.74909163E+000		-1.04708786E+002		0.00000000E+000	
2.74911094E+000		-1.04836113E+002		0.00000000E+000	
2.74913001E+000		-1.04059593E+002		0.00000000E+000	
2.74914932E+000		-1.01350616E+002		0.00000000E+000	
2.74916863E+000		-1.01787659E+002		0.00000000E+000	
2.74918771E+000		-1.01839203E+002		0.00000000E+000	
2.74920702E+000		-1.01774323E+002		0.00000000E+000	
2.74922609E+000		-1.01769905E+002		0.00000000E+000	
2.74924541E+000		-1.04450638E+002		0.00000000E+000	
2.74926448E+000		-1.03602402E+002		0.00000000E+000	
2.74928379E+000		-1.02706841E+002		0.00000000E+000	
2.74930310E+000		-1.03103348E+002		0.00000000E+000	
2.74932218E+000		-1.03945221E+002		0.00000000E+000	
2.74934149E+000		-1.04177032E+002		0.00000000E+000	
2.74936056E+000		-1.04461716E+002		0.00000000E+000	
2.74937987E+000		-1.04643105E+002		0.00000000E+000	
2.74939895E+000		-1.04442474E+002		0.00000000E+000	
2.74941826E+000		-1.04207275E+002		0.00000000E+000	
2.74943757E+000		-1.04326309E+002		0.00000000E+000	
2.74945664E+000		-1.04808212E+002		0.00000000E+000	
2.74947596E+000		-1.06798485E+002		0.00000000E+000	
2.74949503E+000		-1.07125565E+002		0.00000000E+000	
2.74951434E+000		-1.06837677E+002		0.00000000E+000	
2.74953341E+000		-1.07646294E+002		0.00000000E+000	
2.74955273E+000		-1.07686264E+002		0.00000000E+000	
2.74957180E+000		-1.07169762E+002		0.00000000E+000	
2.74959111E+000		-1.04876366E+002		0.00000000E+000	
2.74961042E+000		-1.05272858E+002		0.00000000E+000	
2.74962950E+000		-1.05719994E+002		0.00000000E+000	
2.74964881E+000		-1.06479370E+002		0.00000000E+000	
2.74966788E+000		-1.06210869E+002		0.00000000E+000	
2.74968719E+000		-1.07318176E+002		0.00000000E+000	
2.74970627E+000		-1.06236679E+002		0.00000000E+000	
2.74972558E+000		-1.04873383E+002		0.00000000E+000	
2.74974489E+000		-1.04913742E+002		0.00000000E+000	
2.74976397E+000		-1.04660675E+002		0.00000000E+000	
2.74978328E+000		-1.05470581E+002		0.00000000E+000	
2.74980235E+000		-1.04511627E+002		0.00000000E+000	
2.74982166E+000		-1.04330528E+002		0.00000000E+000	
2.74984074E+000		-1.03362732E+002		0.00000000E+000	
2.74986005E+000		-1.03557701E+002		0.00000000E+000	
2.74987936E+000		-1.02837082E+002		0.00000000E+000	
2.74989843E+000		-1.03848877E+002		0.00000000E+000	
2.74991775E+000		-1.04307449E+002		0.00000000E+000	
2.74993682E+000		-1.04960266E+002		0.00000000E+000	
2.74995613E+000		-1.04191330E+002		0.00000000E+000	
2.74997520E+000		-1.03150932E+002		0.00000000E+000	
2.74999452E+000		-1.03261040E+002		0.00000000E+000	
2.75001359E+000		-1.03413155E+002		0.00000000E+000	
2.75003290E+000		-1.03041542E+002		0.00000000E+000	
