target,mae_mean,mae_std,mae_max,rmse_mean,rmse_std,n_folds
RH,1.6443872941755562,1.2735421460550047,6.508725631510958,1.7935221098024658,1.2245014777789396,35
T,0.1391896288439949,0.098822372632102,0.44595187233313993,0.15504441255507073,0.09703801765858701,35
