target,mae,rmse,r2,max_abs,n_samples,T_holdout,RH_holdout
T,0.04633532395639932,0.06409389065409724,0.0,0.1676257765634972,20,35,20
RH,9.38096683135559,9.389689037613744,0.0,10.13814288910476,20,35,20
T,0.14984194935315323,0.20412960605125882,0.0,0.5282516038273073,20,35,30
RH,8.352209124670518,8.479065570821552,0.0,10.405880554929556,20,35,30
T,0.12402058885033185,0.1360966907305844,0.0,0.2286217310704899,20,35,40
RH,1.0070972278947885,1.151307774605359,0.0,1.8681400830198598,20,35,40
T,0.06091286393513116,0.0800924167749431,0.0,0.19990338750084646,20,35,50
RH,0.8333061878810039,1.0127152225309344,0.0,2.2024898277193756,20,35,50
T,0.10156086907138615,0.12043119279405073,0.0,0.21605253320064577,20,35,60
RH,1.5022799575617651,1.6648580569524045,0.0,2.68864464973057,20,35,60
T,0.03547733380699185,0.043314137140542386,0.0,0.11003123893823386,20,35,70
RH,0.47600336712756713,0.6156432847825601,0.0,1.4173160908127898,20,35,70
T,0.18104066799676133,0.21374158093858425,0.0,0.397714677110649,20,35,80
RH,1.707855156144705,1.96244457555316,0.0,3.4973021103082402,20,35,80
T,0.12365939803269796,0.1474755836970787,0.0,0.2763675850018643,20,45,20
RH,5.410805976285651,5.523936724597456,0.0,8.218605644217767,20,45,20
T,0.07035185365597521,0.08396184236848758,0.0,0.20648738756158025,20,45,30
RH,3.847439010637069,3.8916977216101913,0.0,4.933908981812241,20,45,30
T,0.14592177111933893,0.15287351610803382,0.0,0.2460036088356432,20,45,40
RH,1.7184039984572443,1.7677670114938069,0.0,2.4318744374216976,20,45,40
T,0.07901510533420933,0.09816628148780498,0.0,0.18085004180687747,20,45,50
RH,0.6208820405361308,0.7935227040458177,0.0,1.7482287534367202,20,45,50
T,0.07296353743125579,0.0823639844173869,0.0,0.17278292461186595,20,45,60
RH,0.8035981567222681,1.1043462684135206,0.0,3.3258184172940233,20,45,60
T,0.09376331560505306,0.11606817156499162,0.0,0.24167296451009435,20,45,70
RH,0.684495468274109,0.8392690449567841,0.0,2.0917890464052675,20,45,70
T,0.1041250755090335,0.12460241568240141,0.0,0.21089743186514198,20,45,80
RH,0.7107662653797483,0.8679293642339545,0.0,1.5594290401266022,20,45,80
T,0.411942797395837,0.4191580655454858,0.0,0.5480638358028784,20,55,20
RH,1.1049404852952787,1.6878124067533349,0.0,4.103673261415258,20,55,20
T,0.4229141072513983,0.429605832925815,0.0,0.5499345143130441,20,55,30
RH,0.4656912130035476,0.5689794562173659,0.0,1.2762050356190642,20,55,30
T,0.06453526618971175,0.08037039431412239,0.0,0.19212752666850008,20,55,40
RH,0.6688629881845476,0.7619037086598264,0.0,1.3169432210476302,20,55,40
T,0.1016754803311315,0.12523703947361645,0.0,0.29149776130715566,20,55,50
RH,0.5335102091079534,0.903545433618192,0.0,3.4811657927257045,20,55,50
T,0.0944311962039869,0.11444238110653573,0.0,0.22906839293279546,20,55,60
RH,0.4482325093891202,0.6212946359340163,0.0,1.3962551023833072,20,55,60
T,0.07380528356407083,0.0873406275418384,0.0,0.17069462536216662,20,55,70
RH,0.8174780118414482,1.073982315093341,0.0,2.361962595949052,20,55,70
T,0.07389873529024946,0.09012162269054773,0.0,0.20367535256102087,20,55,80
RH,1.9238388947161886,2.0774371095113535,0.0,3.037775351871602,20,55,80
T,0.07007048258100497,0.09096299508425738,0.0,0.2243976023801082,20,65,20
RH,1.3272192174935376,1.628008737473239,0.0,3.1944816195870303,20,65,20
T,0.05724422828113589,0.07129369997764592,0.0,0.1901595781460088,20,65,30
RH,1.1098842831278704,1.1933049152496973,0.0,2.216588457724349,20,65,30
T,0.0395132649324772,0.04844223170808279,0.0,0.10348685859526086,20,65,40
RH,1.0043545538893242,1.2099623540119895,0.0,3.008027408506713,20,65,40
T,0.08457906247967131,0.15213620134594696,0.0,0.6050508468879343,20,65,50
RH,1.052587788654177,1.9761040075775291,0.0,8.109842669843268,20,65,50
T,0.050196791240276185,0.062279925533455655,0.0,0.16430128858515047,20,65,60
RH,0.5691996323408048,0.8465639152531563,0.0,2.7041451363107782,20,65,60
T,0.05424788107324687,0.09561552334689434,0.0,0.3706070114818232,20,65,70
RH,0.9853086852274238,1.2860442214525887,0.0,3.311518197783215,20,65,70
T,0.07208512867050273,0.0832573273031558,0.0,0.14160815203594268,20,65,80
RH,0.997833134229613,1.162377395264164,0.0,2.3077378095008925,20,65,80
T,0.08826454938450326,0.10985986689854241,0.0,0.23185487473709543,20,75,20
RH,1.555304719692154,1.737066003921293,0.0,2.8947194580437774,20,75,20
T,0.0916531329580252,0.11369747024408713,0.0,0.24297506948093428,20,75,30
RH,0.7406513506663398,0.933174433892396,0.0,2.044712131462571,20,75,30
T,0.045157752716519894,0.05929124686009622,0.0,0.14157942839428017,20,75,40
RH,1.6385500430861875,2.317681033104363,0.0,5.496965208901258,20,75,40
T,0.07325138566508897,0.10144271542105089,0.0,0.3231166073413192,20,75,50
RH,0.7203044294066736,1.091924830781498,0.0,2.945910727759184,20,75,50
T,0.0507155108267888,0.06350196426649596,0.0,0.13058013230882182,20,75,60
RH,0.8153940701961314,0.965753991216688,0.0,1.861143127802336,20,75,60
T,0.05435561483097118,0.07123253699846244,0.0,0.17897029948460386,20,75,70
RH,0.5707415920659485,0.6966526240639159,0.0,1.5582573842241487,20,75,70
T,0.05365067786194899,0.08502465518539151,0.0,0.2853640100390322,20,75,80
RH,0.9935477517071263,1.421501752840344,0.0,4.3866331960203695,20,75,80
