target,mae_mean,mae_std,mae_max,rmse_mean,rmse_std,n_folds
RH,1.6314155523499871,2.051145992531222,9.38096683135559,1.8635790755457582,2.01050913279316,35
T,0.10049079952532189,0.08571046894126574,0.4229141072513983,0.12062073240519351,0.08511661878201364,35
