target,mae_mean,mae_std,mae_max,rmse_mean,rmse_std,n_folds
RH,1.6717501685119922,1.2774005823609333,6.5085594694129325,1.830272554248218,1.2284438302069602,35
T,0.13895919686347308,0.08951358319565894,0.44964184437919885,0.15729588997786173,0.08828066587390114,35
