T,RH,target,mae,rmse,max_abs,n_samples,model
35,20,RH,0.6586587700459413,0.6605721356722642,0.6959945594154462,3,mlp_tuned
35,20,T,0.07567508080833107,0.08212688349407794,0.11632633156204975,3,mlp_tuned
35,30,RH,0.6464238388433804,0.6657207688026179,0.8084909987823394,3,mlp_tuned
35,30,T,0.02084952311330805,0.024180105645635427,0.034515463373722355,3,mlp_tuned
35,40,RH,0.2050107044638736,0.2477596618530722,0.36473000378628484,3,mlp_tuned
35,40,T,0.04173200679536393,0.04873674199613443,0.07731159109634689,3,mlp_tuned
35,50,RH,0.5218766346321928,0.5526135680822127,0.7510442198121723,3,mlp_tuned
35,50,T,0.03602207115205639,0.03913943481197693,0.04745213252452629,3,mlp_tuned
35,60,RH,0.21336365684928182,0.2349057819176607,0.3436176164599587,3,mlp_tuned
35,60,T,0.05252798751004425,0.05924787963070158,0.08681017305968197,3,mlp_tuned
35,70,RH,0.7067940469455417,0.8557690857959324,1.1944982368054866,3,mlp_tuned
35,70,T,0.03299736714019019,0.03316827707940944,0.03773248199395596,3,mlp_tuned
35,80,RH,0.2998815203577152,0.39418760569896427,0.654553642178314,3,mlp_tuned
35,80,T,0.05148594373198989,0.06358057507365748,0.093917035513293,3,mlp_tuned
45,20,RH,0.1246250845071278,0.12651434116870727,0.1472991083998707,3,mlp_tuned
45,20,T,0.03529905017353722,0.04265657453688856,0.056619461619789035,3,mlp_tuned
45,30,RH,0.5391710849938937,0.6040207154941961,0.8571790121399161,3,mlp_tuned
45,30,T,0.0348269846128062,0.03850086527152141,0.056092040821255296,3,mlp_tuned
45,40,RH,0.20370394341120837,0.2194376823991746,0.3174815157229176,3,mlp_tuned
45,40,T,0.03973756330294265,0.04505638305506623,0.06953525864285126,3,mlp_tuned
45,50,RH,0.38143150687565947,0.41341483072447727,0.5594632086615263,3,mlp_tuned
45,50,T,0.040393165053451696,0.056187263732054425,0.0935999894785553,3,mlp_tuned
45,60,RH,0.5485815049314459,0.5700464556569061,0.7661480287964437,3,mlp_tuned
45,60,T,0.03493758484710222,0.03850723275815175,0.05586922909597547,3,mlp_tuned
45,70,RH,0.483370671084387,0.5519010212963346,0.845394595747905,3,mlp_tuned
45,70,T,0.05836943112800933,0.06698267954640512,0.09867261458404641,3,mlp_tuned
45,80,RH,0.43275625930594214,0.4932446629808021,0.7451970678086326,3,mlp_tuned
45,80,T,0.028042880596589253,0.02901604782738348,0.03739270110007453,3,mlp_tuned
55,20,RH,0.31096587120898295,0.41022537094772293,0.6866824794462474,3,mlp_tuned
55,20,T,0.08191517865678577,0.10871577404343874,0.17767889762766487,3,mlp_tuned
55,30,RH,0.3235880373832529,0.36506827463909447,0.5625974617325298,3,mlp_tuned
55,30,T,0.048661839448063425,0.0705550026091888,0.1207769155913283,3,mlp_tuned
55,40,RH,0.17552837057904705,0.18469260800977758,0.25592756324736854,3,mlp_tuned
55,40,T,0.11313845330523975,0.13116829678829636,0.20045657377135484,3,mlp_tuned
55,50,RH,0.5058291522737927,0.6371136583811112,1.0499795275487926,3,mlp_tuned
55,50,T,0.0772180409984576,0.08912966208897144,0.13648221483689582,3,mlp_tuned
55,60,RH,0.44311711598729414,0.5237801450898235,0.6833592843278993,3,mlp_tuned
55,60,T,0.07242844672753534,0.07627711309215993,0.10421481059612603,3,mlp_tuned
55,70,RH,0.7527630752955948,0.7872684833420557,0.9372169857824133,3,mlp_tuned
55,70,T,0.05129955375241243,0.051864572348828276,0.06160486657226727,3,mlp_tuned
55,80,RH,0.6236429425237494,0.7215226251008919,0.9251352673663575,3,mlp_tuned
55,80,T,0.06954587336439981,0.07468620014220366,0.09929030518939186,3,mlp_tuned
65,20,RH,0.16726330101777145,0.17758404034206463,0.22037015320022846,3,mlp_tuned
65,20,T,0.03855386523088574,0.040288163166578246,0.054519802536560746,3,mlp_tuned
65,30,RH,0.2870874975642271,0.3474834122989347,0.5240555900488886,3,mlp_tuned
