target,mae,rmse,r2,max_abs,n_samples,model
T,0.044715104238739894,0.06665491966105815,0.9999777856084249,0.2453143342050339,105,svr_rbf_tuned
RH,0.6144040334858111,0.9298921688003018,0.9978382513860097,5.484303456060793,105,svr_rbf_tuned
