target,mae_mean,mae_std,mae_max,rmse_mean,rmse_std,n_folds
RH,1.1273713336239815,1.430134318706382,7.733793805414882,1.2523022727143005,1.44421164678788,35
T,0.09860291497846899,0.09239058518118948,0.4750967757062384,0.1159511087844558,0.0914845763373497,35
