T,RH,target,mae,rmse,max_abs,n_samples,model
35,70,T,4.150606692121528e-06,4.150606692121528e-06,4.150606692121528e-06,3,gradient_boosting
35,80,RH,0.10485199621111008,0.11016580708504432,0.13618101922924097,3,gradient_boosting
35,80,T,4.150606692121528e-06,4.150606692121528e-06,4.150606692121528e-06,3,gradient_boosting
45,20,RH,1.1363111786037265,1.3695775909789283,2.076281638244545,3,gradient_boosting
45,20,T,2.0753033496134776e-06,2.0753033496134776e-06,2.0753033496134776e-06,3,gradient_boosting
45,30,RH,0.6157536862570095,0.6938985651188446,0.9236218627900818,3,gradient_boosting
45,30,T,2.0753033496134776e-06,2.0753033496134776e-06,2.0753033496134776e-06,3,gradient_boosting
45,40,RH,0.08622825796767823,0.09075520273404934,0.12339357533742401,3,gradient_boosting
45,40,T,2.0753033496134776e-06,2.0753033496134776e-06,2.0753033496134776e-06,3,gradient_boosting
45,50,RH,2.457482237433704,2.8805906563279264,4.451421760515139,3,gradient_boosting
45,50,T,2.0753033496134776e-06,2.0753033496134776e-06,2.0753033496134776e-06,3,gradient_boosting
45,60,RH,2.2631235228974944,2.314505502804915,2.650122231152544,3,gradient_boosting
45,60,T,2.0753033496134776e-06,2.0753033496134776e-06,2.0753033496134776e-06,3,gradient_boosting
45,70,RH,2.6207316144666684,3.5078257501575383,5.840630658860533,3,gradient_boosting
45,70,T,2.0753033496134776e-06,2.0753033496134776e-06,2.0753033496134776e-06,3,gradient_boosting
45,80,RH,0.5381067545296597,0.6682199174989457,1.0540104390137657,3,gradient_boosting
45,80,T,2.0753033496134776e-06,2.0753033496134776e-06,2.0753033496134776e-06,3,gradient_boosting
55,20,RH,1.6991208229717156,2.596271142458952,4.471604840784835,3,gradient_boosting
55,20,T,0.0,0.0,0.0,3,gradient_boosting
55,30,RH,0.536350920919111,0.6055900193637163,0.8321252387996729,3,gradient_boosting
55,30,T,0.0,0.0,0.0,3,gradient_boosting
55,40,RH,1.3640095635243625,1.5924875633907492,2.2637078240815285,3,gradient_boosting
55,40,T,0.0,0.0,0.0,3,gradient_boosting
55,50,RH,1.4235317695029888,1.6074546716319102,2.4200559355124014,3,gradient_boosting
55,50,T,0.0,0.0,0.0,3,gradient_boosting
55,60,RH,0.9115847929759889,1.029823320572865,1.5759652612450097,3,gradient_boosting
55,60,T,0.0,0.0,0.0,3,gradient_boosting
55,70,RH,1.4753819447578138,1.892929711374753,3.131983667439428,3,gradient_boosting
55,70,T,0.0,0.0,0.0,3,gradient_boosting
55,80,RH,0.8803320223437462,1.041377331158287,1.5865378187435795,3,gradient_boosting
55,80,T,0.0,0.0,0.0,3,gradient_boosting
65,20,RH,0.29403708797584,0.2943056946249324,0.30810077166363925,3,gradient_boosting
65,20,T,2.075303356718905e-06,2.075303356718905e-06,2.075303356718905e-06,3,gradient_boosting
65,30,RH,0.2973896940770106,0.3470294174114809,0.4650838755699631,3,gradient_boosting
65,30,T,2.075303356718905e-06,2.075303356718905e-06,2.075303356718905e-06,3,gradient_boosting
65,40,RH,1.3609223652525155,2.206271925028547,3.816226835169587,3,gradient_boosting
65,40,T,2.075303356718905e-06,2.075303356718905e-06,2.075303356718905e-06,3,gradient_boosting
65,50,RH,0.4859457895883139,0.49551171176141967,0.6209433834576998,3,gradient_boosting
65,50,T,2.075303356718905e-06,2.075303356718905e-06,2.075303356718905e-06,3,gradient_boosting
65,60,RH,0.686116238584359,1.091635480071098,1.8868263417381286,3,gradient_boosting
65,60,T,2.075303356718905e-06,2.075303356718905e-06,2.075303356718905e-06,3,gradient_boosting
65,70,RH,0.36102427538154797,0.3870060708590908,0.5083789378176249,3,gradient_boosting
65,70,T,2.075303356718905e-06,2.075303356718905e-06,2.075303356718905e-06,3,gradient_boosting
65,80,RH,0.9736290243240878,1.5070368802635226,2.5971984695578954,3,gradient_boosting
65,80,T,2.075303356718905e-06,2.075303356718905e-06,2.075303356718905e-06,3,gradient_boosting
75,20,RH,0.19186904275977076,0.20421710162182058,0.286932983801659,3,gradient_boosting
75,20,T,4.150606699226955e-06,4.150606699226955e-06,4.150606699226955e-06,3,gradient_boosting
75,30,RH,1.6626158461890117,1.7753184965315731,2.339493992735072,3,gradient_boosting
75,30,T,4.150606699226955e-06,4.150606699226955e-06,4.150606699226955e-06,3,gradient_boosting
75,40,RH,0.24802418416870844,0.2722058818530364,0.4047597882505656,3,gradient_boosting
75,40,T,4.150606699226955e-06,4.150606699226955e-06,4.150606699226955e-06,3,gradient_boosting
75,50,RH,0.5155896343523025,0.5691624902251681,0.7040784474953199,3,gradient_boosting
75,50,T,4.150606699226955e-06,4.150606699226955e-06,4.150606699226955e-06,3,gradient_boosting
75,60,RH,0.6097118419974711,0.627417019828722,0.774046555119078,3,gradient_boosting
75,60,T,4.150606699226955e-06,4.150606699226955e-06,4.150606699226955e-06,3,gradient_boosting
75,70,RH,1.1376720976831791,1.161005914171691,1.4526767673314822,3,gradient_boosting
75,70,T,4.150606699226955e-06,4.150606699226955e-06,4.150606699226955e-06,3,gradient_boosting
75,80,RH,1.1017953893646393,1.172425643893671,1.517912606418193,3,gradient_boosting
75,80,T,4.150606699226955e-06,4.150606699226955e-06,4.150606699226955e-06,3,gradient_boosting
