target,mae_mean,mae_std,mae_max,rmse_mean,rmse_std,n_folds
RH,2.8666273823806216,2.23417005295398,8.991920471191406,2.995679062969619,2.1895992850008845,35
T,0.6242131533367293,0.4603227455872374,2.162304639816284,0.7035610241645326,0.4746865226993174,35
