target,mae_mean,mae_std,mae_max,rmse_mean,rmse_std,n_folds
RH,4.308996305295399,3.6045182964482825,13.968243598937988,4.411644274334424,3.545771199238801,35
T,0.9756464102438518,0.6639135778726566,2.3874166011810303,0.9982411989433475,0.6542691367145399,35
