T,RH,target,mae,rmse,max_abs,n_samples,model
35,20,RH,4.909099578857422,4.909645606340482,4.972759246826172,3,gru
35,20,T,0.11718114465475082,0.13089618592131552,0.19216156005859375,3,gru
35,30,RH,4.2693657875061035,4.273285523105998,4.462072372436523,3,gru
35,30,T,0.034389495849609375,0.04128900738850491,0.06639480590820312,3,gru
35,40,RH,0.9436175227165222,1.0470441425385346,1.3958892822265625,3,gru
35,40,T,0.050815582275390625,0.05508464274158226,0.07418441772460938,3,gru
35,50,RH,0.9183680415153503,1.0400686913509976,1.4991912841796875,3,gru
35,50,T,0.03779347613453865,0.03817003697277104,0.042896270751953125,3,gru
35,60,RH,1.3932698965072632,1.6838647044644899,2.3388824462890625,3,gru
35,60,T,0.3304354250431061,0.3436708792749867,0.4556770324707031,3,gru
35,70,RH,0.8494644165039062,0.8647509531135523,0.9978485107421875,3,gru
35,70,T,0.5333201289176941,0.5426084846368224,0.6125564575195312,3,gru
35,80,RH,0.47090911865234375,0.6609666578926962,1.1170196533203125,3,gru
35,80,T,0.3585548400878906,0.4067570749545593,0.606689453125,3,gru
45,20,RH,3.3602867126464844,3.3619630292667186,3.5014419555664062,3,gru
45,20,T,0.2806803286075592,0.28107949227629214,0.301727294921875,3,gru
45,30,RH,2.642784833908081,2.6674368064137783,2.999797821044922,3,gru
45,30,T,0.28089776635169983,0.28190557580462783,0.310211181640625,3,gru
45,40,RH,0.606787383556366,0.6637653359115983,0.8981513977050781,3,gru
45,40,T,0.05871327593922615,0.0710558768147176,0.10999298095703125,3,gru
45,50,RH,1.3207550048828125,1.32636301182952,1.4847793579101562,3,gru
45,50,T,0.20554859936237335,0.20798682165121798,0.24755859375,3,gru
45,60,RH,1.2489713430404663,1.2762857424282712,1.5089263916015625,3,gru
45,60,T,0.1872914582490921,0.23962625433514417,0.3860626220703125,3,gru
45,70,RH,0.8076298832893372,0.8338979278715285,1.070098876953125,3,gru
45,70,T,0.40762582421302795,0.45217551032926684,0.5578956604003906,3,gru
45,80,RH,0.348663330078125,0.5547297555651453,0.9583740234375,3,gru
45,80,T,0.8270339965820312,0.8360233441064125,0.9391021728515625,3,gru
55,20,RH,1.2197901010513306,1.2263115304175403,1.343729019165039,3,gru
55,20,T,0.46747589111328125,0.4681579188396119,0.4865264892578125,3,gru
55,30,RH,1.8091703653335571,1.8341176854961838,2.2342681884765625,3,gru
55,30,T,0.3490943908691406,0.3507055753204615,0.38039398193359375,3,gru
55,40,RH,0.48962530493736267,0.5489028119621033,0.840362548828125,3,gru
55,40,T,0.3864097595214844,0.44751883922645436,0.5607109069824219,3,gru
55,50,RH,0.505645751953125,0.6003568134702465,0.9373741149902344,3,gru
55,50,T,0.11714807897806168,0.13835994803268523,0.20751571655273438,3,gru
55,60,RH,0.142974853515625,0.19737005774233463,0.33539581298828125,3,gru
55,60,T,0.18238575756549835,0.23698130893088315,0.39322662353515625,3,gru
55,70,RH,0.5343602299690247,0.552385604330164,0.7033767700195312,3,gru
55,70,T,0.3434804379940033,0.39713838503202475,0.6105613708496094,3,gru
55,80,RH,1.252026915550232,1.263931884430213,1.475616455078125,3,gru
55,80,T,0.5445175170898438,0.5580484890156785,0.7171669006347656,3,gru
65,20,RH,0.6413065791130066,0.682077852385196,0.9638442993164062,3,gru
65,20,T,0.22369639575481415,0.23454044383744452,0.3072967529296875,3,gru
65,30,RH,0.3732942044734955,0.4119370086486414,0.5444717407226562,3,gru
65,30,T,0.14742279052734375,0.1779101623809877,0.25067901611328125,3,gru
65,40,RH,0.5220196843147278,0.6088053657372978,0.96185302734375,3,gru
65,40,T,0.17586009204387665,0.20360611827518324,0.31258392333984375,3,gru
65,50,RH,0.5926170349121094,0.6158768705026456,0.8286285400390625,3,gru
65,50,T,0.084442138671875,0.10483453499054637,0.17179107666015625,3,gru
65,60,RH,0.769385039806366,0.9073074682518866,1.4246940612792969,3,gru
65,60,T,0.6618194580078125,0.8014729187638665,1.0075531005859375,3,gru
65,70,RH,0.5009765625,0.5990870931688416,0.870330810546875,3,gru
65,70,T,1.2588958740234375,1.318729467367717,1.554901123046875,3,gru
65,80,RH,0.6696929931640625,0.6794291695947419,0.7709121704101562,3,gru
65,80,T,0.3259429931640625,0.3501846333123757,0.444244384765625,3,gru
75,20,RH,0.5126145482063293,0.5588783126217541,0.8088321685791016,3,gru
75,20,T,0.23996734619140625,0.23998910897845793,0.2434234619140625,3,gru
75,30,RH,0.5256856083869934,0.5622329077796248,0.6784515380859375,3,gru
75,30,T,0.14399974048137665,0.15256266881393477,0.192535400390625,3,gru
75,40,RH,0.7650464177131653,0.8912267492506407,1.3931961059570312,3,gru
75,40,T,0.26079049706459045,0.26440126764282884,0.32089996337890625,3,gru
75,50,RH,0.0720316544175148,0.09936548743813271,0.16855239868164062,3,gru
75,50,T,0.3280538022518158,0.47844505568206064,0.8205718994140625,3,gru
75,60,RH,0.6006253361701965,0.6135401331219077,0.7603302001953125,3,gru
75,60,T,0.199127197265625,0.23297450937972042,0.33917236328125,3,gru
75,70,RH,0.6291834712028503,0.6600709442459647,0.8914260864257812,3,gru
75,70,T,0.3483937680721283,0.4762333374162324,0.8000869750976562,3,gru
75,80,RH,0.7847722172737122,0.8448643919234635,1.2271728515625,3,gru
75,80,T,0.7657318115234375,0.8497798003346834,1.2725906372070312,3,gru
