target,mae,rmse,r2,max_abs,n_samples,model
T,0.3218553364276886,0.4434226742901268,0.9990168809890747,1.554901123046875,105,gru
RH,1.0857948064804077,1.560877529821349,0.9939091801643372,4.972759246826172,105,gru
