target,mae_mean,mae_std,mae_max,rmse_mean,rmse_std,n_folds
RH,5.993932800995571,3.1403802530051044,13.293241491689738,6.2823304110597675,3.1012635057373226,35
T,2.5636099798426976e-06,1.622031498166991e-06,4.272683312933623e-06,2.563609979842698e-06,1.6220314981669913e-06,35
